onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
7.99	0.99	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l044.png
40.7	0.98	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h032.png
70.79	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h015.png
108.79	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l036.png
134.08	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h022.png
164.59	0.98	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l052.png
196.99	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l013.png
225.48	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h010.png
255.09	0.98	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l025.png
288.59	0.99	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h033.png
319.19	0.99	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l005.png
362.48	0.99	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h044.png
11.2		expectrating	1	low_cue	n/a			3.06	Weak	0.05	0.5	l044.png
43.6		expectrating	2	high_cue	n/a			59.44	Strong	0.35	1.75	h032.png
73.69		expectrating	3	high_cue	n/a			41.42	Strong	0.73	2.1	h015.png
111.59		expectrating	4	low_cue	n/a			28.52	Moderate	0.25	1.17	l036.png
135.7		expectrating	5	high_cue	n/a			82.13	Very Strong	0.33	1.82	h022.png
166.9		expectrating	6	low_cue	n/a			14.71	Moderate	0.32	0.92	l052.png
198.99		expectrating	7	low_cue	n/a			29.6	Strong	0.85	1.98	l013.png
227.88		expectrating	8	high_cue	n/a			58.88	Strong	1.8	2.77	h010.png
257.1		expectrating	9	low_cue	n/a			8.75	Weak	0.05	3.88	l025.png
291.49		expectrating	10	high_cue	n/a			69.82	Very Strong	0.75	3.57	h033.png
321.99		expectrating	11	low_cue	n/a			23.38	Moderate	0.15	1.7	l005.png
364.89		expectrating	12	high_cue	n/a			45.16	Strong	0.42	0.95	h044.png
21.28	7.01	stimulus	1	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aeunaff_M.mp4
53.68	7.01	stimulus	2	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aaunaff_L.mp4
90.88	7.01	stimulus	3	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	vw121t1aaaff_H.mp4
119.28	7.02	stimulus	4	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	vw121t1aiaff_M.mp4
145.78	7.01	stimulus	5	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	hs107t2aeunaff_L.mp4
173.88	7.0	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	hs107t1afaff_H.mp4
208.48	7.02	stimulus	7	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	dn124t1aaunaff_L.mp4
237.38	7.01	stimulus	8	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ak064t1aiaff_M.mp4
264.78	7.0	stimulus	9	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aeaff_H.mp4
301.68	7.0	stimulus	10	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	hs107t2aaaff_M.mp4
332.18	7.01	stimulus	11	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	kz120t2aaunaff_L.mp4
381.58	7.01	stimulus	12	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh123t1aeaff_H.mp4
33.4		outcomerating	1	low_cue	med_stim			21.93	Moderate	0.05	1.63	task-vicarious_scale.png
61.61		outcomerating	2	high_cue	low_stim			3.69	Weak	0.2	2.17	task-vicarious_scale.png
102.9		outcomerating	3	high_cue	high_stim			48.44	Strong	1.72	1.95	task-vicarious_scale.png
126.8		outcomerating	4	low_cue	med_stim			24.81	Moderate	1.35	2.28	task-vicarious_scale.png
153.39		outcomerating	5	high_cue	low_stim			32.22	Strong	0.55	1.57	task-vicarious_scale.png
189.7		outcomerating	6	low_cue	high_stim			42.16	Strong	0.37	0.75	task-vicarious_scale.png
220.7		outcomerating	7	low_cue	low_stim			0.0		0.2	0.55	task-vicarious_scale.png
247.51		outcomerating	8	high_cue	med_stim			0.0		0.45	2.3	task-vicarious_scale.png
278.3		outcomerating	9	low_cue	high_stim			3.03	Weak	0.5	1.43	task-vicarious_scale.png
311.9		outcomerating	10	high_cue	med_stim			61.78	Strong	0.05	1.38	task-vicarious_scale.png
348.0		outcomerating	11	low_cue	low_stim			0.0		0.35	2.02	task-vicarious_scale.png
394.8		outcomerating	12	high_cue	high_stim			28.52	Moderate	0.45	2.63	task-vicarious_scale.png
