onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
4.71	0.99	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h049.png	n/a	n/a	n/a
37.2	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l004.png	n/a	n/a	n/a
62.21	0.98	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l035.png	n/a	n/a	n/a
91.81	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l001.png	n/a	n/a	n/a
120.12	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h053.png	n/a	n/a	n/a
149.31	0.98	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h002.png	n/a	n/a	n/a
178.61	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h020.png	n/a	n/a	n/a
219.0	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h034.png	n/a	n/a	n/a
245.51	0.98	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l003.png	n/a	n/a	n/a
276.41	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l056.png	n/a	n/a	n/a
323.01	0.99	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l006.png	n/a	n/a	n/a
362.31	0.99	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h019.png	n/a	n/a	n/a
7.14		expectrating	1	high_cue	n/a							h049.png	n/a	n/a	n/a
39.02		expectrating	2	low_cue	n/a					0.45	1.58	l004.png	n/a	n/a	n/a
64.33		expectrating	3	low_cue	n/a			24.89	Moderate	1.98	3.88	l035.png	n/a	n/a	n/a
94.91		expectrating	4	low_cue	n/a					2.57	3.2	l001.png	n/a	n/a	n/a
122.52		expectrating	5	high_cue	n/a							h053.png	n/a	n/a	n/a
151.41		expectrating	6	high_cue	n/a					0.67	2.57	h002.png	n/a	n/a	n/a
180.71		expectrating	7	high_cue	n/a					0.98	1.07	h020.png	n/a	n/a	n/a
221.12		expectrating	8	high_cue	n/a					1.0	3.93	h034.png	n/a	n/a	n/a
248.62		expectrating	9	low_cue	n/a					3.0	3.12	l003.png	n/a	n/a	n/a
279.51		expectrating	10	low_cue	n/a							l056.png	n/a	n/a	n/a
325.41		expectrating	11	low_cue	n/a							l006.png	n/a	n/a	n/a
365.41		expectrating	12	high_cue	n/a							h019.png	n/a	n/a	n/a
21.91	7.0	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	27_50_R.jpg	diff		False
46.11	7.0	stimulus	2	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	18_50.jpg	same	same	True
77.12	6.99	stimulus	3	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	42_100_R.jpg	diff	diff	True
106.11	7.0	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	42_150_R.jpg	diff	diff	True
134.12	6.99	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	11_100_R.jpg	diff		False
162.9	7.0	stimulus	6	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	35_150.jpg	same	diff	False
189.31	7.0	stimulus	7	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	29_50.jpg	same	diff	False
228.01	7.0	stimulus	8	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	10_150_R.jpg	diff	same	False
259.2	7.0	stimulus	9	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	42_50_R.jpg	diff	same	False
290.82	7.0	stimulus	10	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	11_100.jpg	same		False
332.81	7.0	stimulus	11	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	5_150_R.jpg	diff	diff	True
377.51	7.0	stimulus	12	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	27_100_R.jpg	diff	same	False
31.32		outcomerating	1	high_cue	low_stim			45.95	Strong	0.12	3.85	task-cognitive_scale.png	n/a	n/a	n/a
57.31		outcomerating	2	low_cue	low_stim			35.22	Strong	0.73	2.18	task-cognitive_scale.png	n/a	n/a	n/a
86.72	2.95	outcomerating	3	low_cue	med_stim	6.72	Weak	6.72	Weak	0.37	2.59	task-cognitive_scale.png	n/a	n/a	n/a
115.42	2.86	outcomerating	4	low_cue	high_stim	2.83	Barely detectable	2.83	Barely detectable	0.78	2.08	task-cognitive_scale.png	n/a	n/a	n/a
144.73	3.28	outcomerating	5	high_cue	med_stim	47.45	Strong	47.45	Strong	0.77	2.52	task-cognitive_scale.png	n/a	n/a	n/a
172.6	2.86	outcomerating	6	high_cue	high_stim	22.95	Moderate	22.95	Moderate	0.18	2.67	task-cognitive_scale.png	n/a	n/a	n/a
207.22		outcomerating	7	high_cue	low_stim			27.92	Moderate	0.53	3.43	task-cognitive_scale.png	n/a	n/a	n/a
240.61	3.62	outcomerating	8	high_cue	high_stim	29.14	Strong	29.14	Strong	0.48	3.14	task-cognitive_scale.png	n/a	n/a	n/a
270.51	2.64	outcomerating	9	low_cue	low_stim	16.68	Moderate	16.68	Moderate	0.42	2.22	task-cognitive_scale.png	n/a	n/a	n/a
302.02	3.27	outcomerating	10	low_cue	med_stim	44.51	Strong	44.51	Strong	0.55	2.72	task-cognitive_scale.png	n/a	n/a	n/a
341.22	3.01	outcomerating	11	low_cue	high_stim	3.0	Barely detectable	3.0	Barely detectable	0.47	2.54	task-cognitive_scale.png	n/a	n/a	n/a
394.12	2.04	outcomerating	12	high_cue	med_stim	37.36	Strong	37.36	Strong	0.25	1.79	task-cognitive_scale.png	n/a	n/a	n/a
