onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
8.1	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h024.png
52.4	0.98	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l020.png
93.2	0.98	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h044.png
123.4	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l017.png
151.29	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h032.png
188.39	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h013.png
218.2	0.98	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l006.png
246.19	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h049.png
277.59	0.99	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l028.png
309.7	0.98	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l047.png
339.2	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h012.png
371.69	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l003.png
10.05	2.48	expectrating	1	high_cue	n/a	43.86	Strong	43.86	Strong	0.37	2.11	h024.png
55.0	2.52	expectrating	2	low_cue	n/a	4.36	Weak	4.36	Weak	0.4	2.12	l020.png
96.12	2.83	expectrating	3	high_cue	n/a	52.99	Strong	52.99	Strong	0.38	2.44	h044.png
126.7	2.23	expectrating	4	low_cue	n/a	1.61	Barely detectable	1.61	Barely detectable	0.7	1.53	l017.png
153.11	3.76	expectrating	5	high_cue	n/a	72.84	Very Strong	72.84	Very Strong	1.1	2.66	h032.png
190.5	3.16	expectrating	6	high_cue	n/a	47.43	Strong	47.43	Strong	1.32	1.84	h013.png
220.3	2.85	expectrating	7	low_cue	n/a	0.95	No sensation	0.95	No sensation	0.43	2.42	l006.png
248.69	3.6	expectrating	8	high_cue	n/a	56.63	Strong	56.63	Strong	0.58	3.02	h049.png
280.69	1.99	expectrating	9	low_cue	n/a	0.92	No sensation	0.92	No sensation	0.45	1.54	l028.png
312.0	2.62	expectrating	10	low_cue	n/a	5.07	Weak	5.07	Weak	0.65	1.97	l047.png
