onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
8.09	0.99	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h024.png
52.39	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l020.png
93.19	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h044.png
123.4	0.98	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l017.png
151.29	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h032.png
188.39	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h013.png
218.2	0.98	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l006.png
246.19	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h049.png
277.59	0.99	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l028.png
309.68	1.0	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l047.png
339.2	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h012.png
371.69	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l003.png
10.01	1.82	expectrating	1	high_cue	n/a	36.04	Strong	36.04	Strong	0.53	1.28	h024.png
54.99	1.7	expectrating	2	low_cue	n/a	0.0		0.0		0.37	1.33	l020.png
96.11	2.0	expectrating	3	high_cue	n/a	45.49	Strong	45.49	Strong	0.17	1.83	h044.png
126.7	1.77	expectrating	4	low_cue	n/a	0.0		0.0		0.42	1.35	l017.png
153.09	1.77	expectrating	5	high_cue	n/a	59.31	Strong	59.31	Strong	0.7	1.07	h032.png
190.49	1.57	expectrating	6	high_cue	n/a	40.45	Strong	40.45	Strong	0.52	1.05	h013.png
220.3	2.23	expectrating	7	low_cue	n/a	2.57	Barely detectable	2.57	Barely detectable	0.2	2.03	l006.png
248.7	2.41	expectrating	8	high_cue	n/a	45.82	Strong	45.82	Strong	0.58	1.82	h049.png
280.69	1.16	expectrating	9	low_cue	n/a	0.0		0.0		0.05	1.11	l028.png
312.0	1.92	expectrating	10	low_cue	n/a	2.35	Barely detectable	2.35	Barely detectable	0.77	1.15	l047.png
342.3	1.97	expectrating	11	high_cue	n/a	47.76	Strong	47.76	Strong	0.65	1.32	h012.png
373.99	1.24	expectrating	12	low_cue	n/a	0.0		0.0		0.05	1.19	l003.png
23.28	7.01	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ch092t2aeaff_L.mp4
68.98	7.01	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg066t2aaunaff_M.mp4
105.58	7.01	stimulus	3	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t2aeunaff_H.mp4
134.68	7.0	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg066t1aaaff_H.mp4
167.09	7.01	stimulus	5	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg066t2aeunaff_L.mp4
198.48	7.01	stimulus	6	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ch092t2aaaff_M.mp4
230.18	7.01	stimulus	7	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	dn124t1aiaff_H.mp4
257.68	7.0	stimulus	8	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ak064t1aiaff_M.mp4
292.48	7.01	stimulus	9	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg101t2afunaff_L.mp4
319.98	7.01	stimulus	10	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ib109t1aiunaff_L.mp4
354.58	7.0	stimulus	11	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ib109t1aiaff_H.mp4
381.98	7.01	stimulus	12	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ib109t1afaff_M.mp4
39.6	2.33	outcomerating	1	high_cue	low_stim	10.86	Moderate	10.86	Moderate	0.57	1.77	task-vicarious_scale.png
83.9	3.73	outcomerating	2	low_cue	med_stim	2.3	Barely detectable	2.3	Barely detectable	0.38	3.35	task-vicarious_scale.png
116.4	1.99	outcomerating	3	high_cue	high_stim	6.01	Weak	6.01	Weak	0.23	1.76	task-vicarious_scale.png
143.01	2.62	outcomerating	4	low_cue	high_stim	17.71	Moderate	17.71	Moderate	0.33	2.28	task-vicarious_scale.png
177.7	2.47	outcomerating	5	high_cue	low_stim	4.63	Weak	4.63	Weak	0.52	1.95	task-vicarious_scale.png
207.5	3.5	outcomerating	6	high_cue	med_stim	5.34	Weak	5.34	Weak	0.1	3.4	task-vicarious_scale.png
239.21	3.55	outcomerating	7	low_cue	high_stim	28.0	Moderate	28.0	Moderate	0.05	3.5	task-vicarious_scale.png
268.3	3.27	outcomerating	8	high_cue	med_stim	9.27	Weak	9.27	Weak	0.5	2.77	task-vicarious_scale.png
305.2	3.15	outcomerating	9	low_cue	low_stim	4.15	Weak	4.15	Weak	0.57	2.58	task-vicarious_scale.png
