onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
10.59	0.99	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l017.png	n/a	n/a	n/a
35.7	0.98	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l002.png	n/a	n/a	n/a
61.29	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l006.png	n/a	n/a	n/a
91.29	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l016.png	n/a	n/a	n/a
120.0	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h024.png	n/a	n/a	n/a
153.89	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h052.png	n/a	n/a	n/a
194.19	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h027.png	n/a	n/a	n/a
219.2	0.98	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h037.png	n/a	n/a	n/a
251.4	0.98	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h002.png	n/a	n/a	n/a
285.79	0.99	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h044.png	n/a	n/a	n/a
326.19	0.99	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l031.png	n/a	n/a	n/a
366.39	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l042.png	n/a	n/a	n/a
12.31	1.57	expectrating	1	low_cue	n/a	14.38	Moderate	14.38	Moderate	0.58	0.99	l017.png	n/a	n/a	n/a
38.0	1.38	expectrating	2	low_cue	n/a	7.13	Weak	7.13	Weak	0.55	0.83	l002.png	n/a	n/a	n/a
64.19	0.92	expectrating	3	low_cue	n/a	13.8	Moderate	13.8	Moderate	0.35	0.57	l006.png	n/a	n/a	n/a
93.7	1.77	expectrating	4	low_cue	n/a	5.06	Weak	5.06	Weak	0.38	1.38	l016.png	n/a	n/a	n/a
122.9	1.48	expectrating	5	high_cue	n/a	31.0	Strong	31.0	Strong	0.23	1.25	h024.png	n/a	n/a	n/a
155.79	1.62	expectrating	6	high_cue	n/a	85.06	Very Strong	85.06	Very Strong	0.78	0.84	h052.png	n/a	n/a	n/a
196.99	1.34	expectrating	7	high_cue	n/a	80.1	Very Strong	80.1	Very Strong	0.42	0.92	h027.png	n/a	n/a	n/a
222.1	1.87	expectrating	8	high_cue	n/a	62.27	Strong	62.27	Strong	0.73	1.13	h037.png	n/a	n/a	n/a
253.8	1.37	expectrating	9	high_cue	n/a	64.16	Very Strong	64.16	Very Strong	0.5	0.87	h002.png	n/a	n/a	n/a
288.99	1.35	expectrating	10	high_cue	n/a	31.61	Strong	31.61	Strong	0.42	0.94	h044.png	n/a	n/a	n/a
328.09	1.05	expectrating	11	low_cue	n/a	17.92	Moderate	17.92	Moderate	0.1	0.95	l031.png	n/a	n/a	n/a
369.19	1.12	expectrating	12	low_cue	n/a	0.0		0.0		0.23	0.89	l042.png	n/a	n/a	n/a
23.09	7.0	stimulus	1	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	24_50_R.jpg	diff	diff	True
45.8	6.99	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	45_100_R.jpg	diff	diff	True
74.2	7.0	stimulus	3	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	9_50.jpg	same	same	True
101.79	7.0	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	9_150.jpg	same	same	True
133.8	7.0	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	45_100.jpg	same	same	True
169.8	7.0	stimulus	6	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	24_150.jpg	same	same	True
206.2	7.0	stimulus	7	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	34_100_R.jpg	diff	diff	True
234.49	7.0	stimulus	8	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	48_50.jpg	same	same	True
266.7	6.99	stimulus	9	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	43_50.jpg	same	same	True
298.0	7.0	stimulus	10	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	23_150.jpg	same	same	True
342.4	7.0	stimulus	11	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	34_100.jpg	same	same	True
375.79	7.0	stimulus	12	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	22_150.jpg	same	same	True
31.1	2.15	outcomerating	1	low_cue	low_stim	17.92	Moderate	17.92	Moderate	0.9	1.25	task-cognitive_scale.png	n/a	n/a	n/a
56.29	1.51	outcomerating	2	low_cue	med_stim	14.74	Moderate	14.74	Moderate	0.72	0.79	task-cognitive_scale.png	n/a	n/a	n/a
86.3	1.73	outcomerating	3	low_cue	low_stim	9.54	Weak	9.54	Weak	0.85	0.88	task-cognitive_scale.png	n/a	n/a	n/a
112.29	1.75	outcomerating	4	low_cue	high_stim	11.88	Moderate	11.88	Moderate	1.0	0.75	task-cognitive_scale.png	n/a	n/a	n/a
142.81	1.49	outcomerating	5	high_cue	med_stim	10.99	Moderate	10.99	Moderate	0.7	0.79	task-cognitive_scale.png	n/a	n/a	n/a
184.2	1.57	outcomerating	6	high_cue	high_stim	33.49	Strong	33.49	Strong	0.7	0.87	task-cognitive_scale.png	n/a	n/a	n/a
214.2	2.0	outcomerating	7	high_cue	med_stim	22.45	Moderate	22.45	Moderate	0.8	1.2	task-cognitive_scale.png	n/a	n/a	n/a
242.69	1.42	outcomerating	8	high_cue	low_stim	15.38	Moderate	15.38	Moderate	0.55	0.87	task-cognitive_scale.png	n/a	n/a	n/a
280.81	1.56	outcomerating	9	high_cue	low_stim	35.54	Strong	35.54	Strong	0.58	0.97	task-cognitive_scale.png	n/a	n/a	n/a
311.3	1.88	outcomerating	10	high_cue	high_stim	37.81	Strong	37.81	Strong	0.78	1.1	task-cognitive_scale.png	n/a	n/a	n/a
353.3	1.32	outcomerating	11	low_cue	med_stim	27.09	Moderate	27.09	Moderate	0.52	0.8	task-cognitive_scale.png	n/a	n/a	n/a
394.8	2.08	outcomerating	12	low_cue	high_stim	5.32	Weak	5.32	Weak	0.87	1.22	task-cognitive_scale.png	n/a	n/a	n/a
