onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
3.89	0.99	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h050.png
33.59	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l018.png
65.1	0.98	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h046.png
87.49	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l051.png
124.29	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h024.png
150.4	0.98	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l019.png
183.49	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l020.png
223.39	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l048.png
259.29	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h017.png
294.08	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l032.png
331.1	0.98	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h016.png
369.6	0.98	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h032.png
6.11	2.46	expectrating	1	high_cue	n/a	60.26	Strong	60.26	Strong	0.38	2.07	h050.png
35.99	3.02	expectrating	2	low_cue	n/a	12.58	Moderate	12.58	Moderate	0.6	2.42	l018.png
67.3	3.32	expectrating	3	high_cue	n/a	66.11	Very Strong	66.11	Very Strong	0.37	2.95	h046.png
90.99	2.45	expectrating	4	low_cue	n/a	13.25	Moderate	13.25	Moderate	0.13	2.32	l051.png
126.01	2.53	expectrating	5	high_cue	n/a	62.51	Strong	62.51	Strong	0.5	2.03	h024.png
153.9	2.67	expectrating	6	low_cue	n/a	21.2	Moderate	21.2	Moderate	0.4	2.27	l019.png
185.69	2.06	expectrating	7	low_cue	n/a	8.75	Weak	8.75	Weak	0.55	1.51	l020.png
225.59	3.01	expectrating	8	low_cue	n/a	13.48	Moderate	13.48	Moderate	0.53	2.48	l048.png
262.79	2.67	expectrating	9	high_cue	n/a	72.44	Very Strong	72.44	Very Strong	0.12	2.55	h017.png
296.5	2.13	expectrating	10	low_cue	n/a	20.42	Moderate	20.42	Moderate	0.38	1.75	l032.png
333.5	2.92	expectrating	11	high_cue	n/a	58.8	Strong	58.8	Strong	0.88	2.04	h016.png
371.6	2.24	expectrating	12	high_cue	n/a	56.76	Strong	56.76	Strong	0.48	1.76	h032.png
16.78	7.0	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t1afaff_L.mp4
49.78	7.01	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	vw121t1aiaff_M.mp4
73.88	7.01	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ch092t2aeaff_L.mp4
105.98	7.0	stimulus	4	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	bn080t1aeaff_M.mp4
132.59	7.01	stimulus	5	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bg096t1aeaff_H.mp4
161.68	7.01	stimulus	6	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jk103t1aaunaff_L.mp4
199.88	7.0	stimulus	7	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ib109t1aiaff_H.mp4
232.18	7.02	stimulus	8	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	vw121t1aeaff_L.mp4
277.78	7.02	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t2aeunaff_H.mp4
304.08	7.01	stimulus	10	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jk103t1aaaff_H.mp4
342.78	7.01	stimulus	11	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	bg096t2aaaff_M.mp4
384.58	7.01	stimulus	12	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ch092t2aaaff_M.mp4
29.0	3.58	outcomerating	1	high_cue	low_stim	51.01	Strong	51.01	Strong	0.05	3.53	task-vicarious_scale.png
59.9	3.19	outcomerating	2	low_cue	med_stim	18.73	Moderate	18.73	Moderate	0.05	3.14	task-vicarious_scale.png
82.41	3.03	outcomerating	3	high_cue	low_stim	56.76	Strong	56.76	Strong	0.33	2.7	task-vicarious_scale.png
119.2	3.3	outcomerating	4	low_cue	med_stim	15.46	Moderate	15.46	Moderate	0.13	3.17	task-vicarious_scale.png
145.8		outcomerating	5	high_cue	high_stim			43.22	Strong	0.23	3.07	task-vicarious_scale.png
173.91	3.22	outcomerating	6	low_cue	low_stim	13.29	Moderate	13.29	Moderate	0.07	3.15	task-vicarious_scale.png
213.2	3.23	outcomerating	7	low_cue	high_stim	13.7	Moderate	13.7	Moderate	0.05	3.18	task-vicarious_scale.png
245.5	3.35	outcomerating	8	low_cue	low_stim	16.98	Moderate	16.98	Moderate	0.42	2.94	task-vicarious_scale.png
287.9	3.09	outcomerating	9	high_cue	high_stim	19.96	Moderate	19.96	Moderate	0.63	2.45	task-vicarious_scale.png
312.61	2.25	outcomerating	10	low_cue	high_stim	31.08	Strong	31.08	Strong	0.07	2.18	task-vicarious_scale.png
355.81	3.05	outcomerating	11	high_cue	med_stim	39.71	Strong	39.71	Strong	0.38	2.67	task-vicarious_scale.png
394.81		outcomerating	12	high_cue	med_stim			20.91	Moderate	0.28	3.23	task-vicarious_scale.png
