onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
5.68	0.99	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l015.png
34.99	0.98	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h026.png
62.69	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l026.png
96.08	0.99	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h025.png
131.6	0.98	cue	5	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l043.png
163.39	0.98	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l017.png
193.39	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h003.png
234.38	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l002.png
259.09	0.98	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l053.png
307.8	0.98	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h014.png
340.69	0.98	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h055.png
371.5	0.97	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h038.png
9.0		expectrating	1	low_cue	n/a			2.3	Barely detectable	0.05	3.2	l015.png
37.69	2.32	expectrating	2	high_cue	n/a	55.29	Strong	55.29	Strong	1.32	1.0	h026.png
65.89	1.64	expectrating	3	low_cue	n/a	0.0		0.0		0.7	0.94	l026.png
98.38		expectrating	4	high_cue	n/a			64.98	Very Strong	0.68	3.8	h025.png
134.3	2.47	expectrating	5	low_cue	n/a	1.38	Barely detectable	1.38	Barely detectable	0.45	2.02	l043.png
165.69	2.04	expectrating	6	low_cue	n/a	1.89	Barely detectable	1.89	Barely detectable	0.9	1.14	l017.png
194.99	2.32	expectrating	7	high_cue	n/a	39.63	Strong	39.63	Strong	0.9	1.42	h003.png
235.99	2.58	expectrating	8	low_cue	n/a	0.92	No sensation	0.92	No sensation	1.43	1.15	l002.png
260.99	2.4	expectrating	9	low_cue	n/a	3.45	Weak	3.45	Weak	0.62	1.79	l053.png
311.0	2.58	expectrating	10	high_cue	n/a	97.1	Very Strong	97.1	Very Strong	0.65	1.93	h014.png
342.59	2.74	expectrating	11	high_cue	n/a	45.82	Strong	45.82	Strong	1.53	1.21	h055.png
374.79	2.1	expectrating	12	high_cue	n/a	28.0	Moderate	28.0	Moderate	0.57	1.53	h038.png
19.38	7.01	stimulus	1	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	aa048t2afunaff_M.mp4
44.68	7.0	stimulus	2	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg066t2aeunaff_L.mp4
