onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
11.01	0.99	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l056.png
51.51	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l027.png
83.0	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h014.png
117.22	0.98	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h034.png
150.51	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h010.png
185.11	0.99	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l003.png
213.2	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l053.png
244.31	0.98	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h041.png
270.41	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h004.png
304.1	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l052.png
338.1	1.0	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l036.png
376.11	0.98	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h045.png
14.35	2.67	expectrating	1	low_cue	n/a	7.87	Weak	7.87	Weak	0.65	2.02	l056.png
53.71	2.02	expectrating	2	low_cue	n/a	7.21	Weak	7.21	Weak	0.48	1.54	l027.png
85.82	3.04	expectrating	3	high_cue	n/a	29.86	Strong	29.86	Strong	0.68	2.36	h014.png
119.32	3.2	expectrating	4	high_cue	n/a	38.16	Strong	38.16	Strong	0.43	2.77	h034.png
152.71	2.98	expectrating	5	high_cue	n/a	45.67	Strong	45.67	Strong	0.73	2.25	h010.png
187.11	2.27	expectrating	6	low_cue	n/a	7.95	Weak	7.95	Weak	0.48	1.79	l003.png
216.5	3.22	expectrating	7	low_cue	n/a	14.39	Moderate	14.39	Moderate	0.6	2.62	l053.png
247.32	2.87	expectrating	8	high_cue	n/a	52.17	Strong	52.17	Strong	0.62	2.25	h041.png
272.41	3.24	expectrating	9	high_cue	n/a	82.36	Very Strong	82.36	Very Strong	0.87	2.37	h004.png
306.3	2.58	expectrating	10	low_cue	n/a	18.13	Moderate	18.13	Moderate	0.73	1.85	l052.png
340.32	3.38	expectrating	11	low_cue	n/a	29.97	Strong	29.97	Strong	0.72	2.67	l036.png
378.91	2.67	expectrating	12	high_cue	n/a	79.78	Very Strong	79.78	Very Strong	0.05	2.62	h045.png
32.5	7.01	stimulus	1	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	gf097t1aiaff_M.mp4
62.4	7.02	stimulus	2	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jk103t1aaaff_H.mp4
92.5	7.01	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg101t2afunaff_L.mp4
132.8	7.01	stimulus	4	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jk103t2aaunaff_M.mp4
170.9	7.0	stimulus	5	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	hs107t1afaff_H.mp4
195.6	7.02	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg101t2aeaff_H.mp4
225.0	7.01	stimulus	7	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	gf097t2aiunaff_L.mp4
254.0	7.01	stimulus	8	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	th108t1aeaff_H.mp4
281.7	7.02	stimulus	9	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	hs107t2aeunaff_L.mp4
313.6	7.01	stimulus	10	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	nm106t2aaunaff_M.mp4
352.2	7.01	stimulus	11	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jk103t1aaunaff_L.mp4
387.4	7.01	stimulus	12	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	th108t2aaunaff_M.mp4
45.32	2.96	outcomerating	1	low_cue	med_stim	7.42	Weak	7.42	Weak	0.57	2.39	task-vicarious_scale.png
75.22	2.47	outcomerating	2	low_cue	high_stim	13.76	Moderate	13.76	Moderate	0.52	1.95	task-vicarious_scale.png
100.41	2.21	outcomerating	3	high_cue	low_stim	13.13	Moderate	13.13	Moderate	0.05	2.16	task-vicarious_scale.png
145.61	2.32	outcomerating	4	high_cue	med_stim	35.67	Strong	35.67	Strong	0.58	1.74	task-vicarious_scale.png
