onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
7.89	0.99	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h040.png
37.61	0.98	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l054.png
66.7	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h003.png
95.49	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l045.png
125.91	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h054.png
152.0	0.99	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l029.png
187.49	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l001.png
223.39	1.0	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l042.png
259.3	0.98	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h001.png
291.7	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l041.png
328.7	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h033.png
369.6	0.99	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h022.png
10.11	2.6	expectrating	1	high_cue	n/a	21.84	Moderate	21.84	Moderate	0.05	2.55	h040.png
40.01	2.04	expectrating	2	low_cue	n/a	14.71	Moderate	14.71	Moderate	0.08	1.96	l054.png
68.9	3.33	expectrating	3	high_cue	n/a	26.88	Moderate	26.88	Moderate	0.65	2.68	h003.png
99.01	1.62	expectrating	4	low_cue	n/a	0.7	No sensation	0.7	No sensation	0.35	1.27	l045.png
127.61	2.14	expectrating	5	high_cue	n/a	92.07	Very Strong	92.07	Very Strong	0.28	1.86	h054.png
155.5	1.67	expectrating	6	low_cue	n/a	7.46	Weak	7.46	Weak	0.5	1.17	l029.png
189.7	1.93	expectrating	7	low_cue	n/a	5.57	Weak	5.57	Weak	0.48	1.45	l001.png
225.61	1.95	expectrating	8	low_cue	n/a	8.1	Weak	8.1	Weak	0.57	1.39	l042.png
262.81	3.14	expectrating	9	high_cue	n/a	25.43	Moderate	25.43	Moderate	0.45	2.69	h001.png
294.1	2.47	expectrating	10	low_cue	n/a	5.22	Weak	5.22	Weak	0.68	1.78	l041.png
331.1	1.8	expectrating	11	high_cue	n/a	63.23	Strong	63.23	Strong	0.35	1.45	h033.png
371.6	2.77	expectrating	12	high_cue	n/a	60.74	Strong	60.74	Strong	0.43	2.33	h022.png
20.79	7.01	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	vw121t1aeaff_L.mp4
