,onset,duration,trial_type,sub,ses,run,runtype,eventtype,trialnum,cuetype,stimtype,expectrating,outcomerating,singletrial_fname
0,7.994680166244508,1.0,cue,sub-0094,ses-03,run-02,cognitive,cue,0,low_cue,med_stim,6.23833268963931,,sub-0094_ses-03_run-02_runtype-cognitive_event-cue_trial-000_cuetype-low.nii.gz
1,40.69021010398865,1.0,cue,sub-0094,ses-03,run-02,cognitive,cue,1,high_cue,low_stim,43.8100510678576,,sub-0094_ses-03_run-02_runtype-cognitive_event-cue_trial-001_cuetype-high.nii.gz
2,70.78475999832153,1.0,cue,sub-0094,ses-03,run-02,cognitive,cue,2,high_cue,high_stim,43.3727166776064,,sub-0094_ses-03_run-02_runtype-cognitive_event-cue_trial-002_cuetype-high.nii.gz
3,108.78226995468141,1.0,cue,sub-0094,ses-03,run-02,cognitive,cue,3,low_cue,med_stim,10.902944831751899,,sub-0094_ses-03_run-02_runtype-cognitive_event-cue_trial-003_cuetype-low.nii.gz
4,134.0917100906372,1.0,cue,sub-0094,ses-03,run-02,cognitive,cue,4,high_cue,low_stim,71.34496603860791,,sub-0094_ses-03_run-02_runtype-cognitive_event-cue_trial-004_cuetype-high.nii.gz
5,164.58641004562378,1.0,cue,sub-0094,ses-03,run-02,cognitive,cue,5,low_cue,high_stim,16.260204708312,,sub-0094_ses-03_run-02_runtype-cognitive_event-cue_trial-005_cuetype-low.nii.gz
6,196.98183012008667,1.0,cue,sub-0094,ses-03,run-02,cognitive,cue,6,low_cue,low_stim,0.924045352772706,,sub-0094_ses-03_run-02_runtype-cognitive_event-cue_trial-006_cuetype-low.nii.gz
7,225.4924600124359,1.0,cue,sub-0094,ses-03,run-02,cognitive,cue,7,high_cue,med_stim,61.792509120984704,,sub-0094_ses-03_run-02_runtype-cognitive_event-cue_trial-007_cuetype-high.nii.gz
8,255.08683013916016,1.0,cue,sub-0094,ses-03,run-02,cognitive,cue,8,low_cue,high_stim,,,sub-0094_ses-03_run-02_runtype-cognitive_event-cue_trial-008_cuetype-low.nii.gz
9,288.5826499462128,1.0,cue,sub-0094,ses-03,run-02,cognitive,cue,9,high_cue,med_stim,42.53894534946971,,sub-0094_ses-03_run-02_runtype-cognitive_event-cue_trial-009_cuetype-high.nii.gz
10,319.1940701007843,1.0,cue,sub-0094,ses-03,run-02,cognitive,cue,10,low_cue,low_stim,16.831668758241502,,sub-0094_ses-03_run-02_runtype-cognitive_event-cue_trial-010_cuetype-low.nii.gz
11,362.4935500621796,1.0,cue,sub-0094,ses-03,run-02,cognitive,cue,11,high_cue,high_stim,84.4724598483438,,sub-0094_ses-03_run-02_runtype-cognitive_event-cue_trial-011_cuetype-high.nii.gz
12,11.195879936218262,1.83426189422607,expectrating,sub-0094,ses-03,run-02,cognitive,expectrating,0,low_cue,med_stim,6.23833268963931,,sub-0094_ses-03_run-02_runtype-cognitive_event-expectrating_trial-000_cuetype-low.nii.gz
13,43.59128999710083,1.2207238674163798,expectrating,sub-0094,ses-03,run-02,cognitive,expectrating,1,high_cue,low_stim,43.8100510678576,,sub-0094_ses-03_run-02_runtype-cognitive_event-expectrating_trial-001_cuetype-high.nii.gz
14,73.6858401298523,2.7762024402618395,expectrating,sub-0094,ses-03,run-02,cognitive,expectrating,2,high_cue,high_stim,43.3727166776064,,sub-0094_ses-03_run-02_runtype-cognitive_event-expectrating_trial-002_cuetype-high.nii.gz
15,111.5833101272583,2.06771469116211,expectrating,sub-0094,ses-03,run-02,cognitive,expectrating,3,low_cue,med_stim,10.902944831751899,,sub-0094_ses-03_run-02_runtype-cognitive_event-expectrating_trial-003_cuetype-low.nii.gz
16,135.69230008125305,2.31983304023743,expectrating,sub-0094,ses-03,run-02,cognitive,expectrating,4,high_cue,low_stim,71.34496603860791,,sub-0094_ses-03_run-02_runtype-cognitive_event-expectrating_trial-004_cuetype-high.nii.gz
17,166.88726997375488,1.62479829788208,expectrating,sub-0094,ses-03,run-02,cognitive,expectrating,5,low_cue,high_stim,16.260204708312,,sub-0094_ses-03_run-02_runtype-cognitive_event-expectrating_trial-005_cuetype-low.nii.gz
18,198.9825699329376,1.38403797149658,expectrating,sub-0094,ses-03,run-02,cognitive,expectrating,6,low_cue,low_stim,0.924045352772706,,sub-0094_ses-03_run-02_runtype-cognitive_event-expectrating_trial-006_cuetype-low.nii.gz
19,227.89335012435916,1.46869277954102,expectrating,sub-0094,ses-03,run-02,cognitive,expectrating,7,high_cue,med_stim,61.792509120984704,,sub-0094_ses-03_run-02_runtype-cognitive_event-expectrating_trial-007_cuetype-high.nii.gz
20,257.0875699520111,4.0,expectrating,sub-0094,ses-03,run-02,cognitive,expectrating,8,low_cue,high_stim,,,sub-0094_ses-03_run-02_runtype-cognitive_event-expectrating_trial-008_cuetype-low.nii.gz
21,291.4837300777436,1.3840036392211899,expectrating,sub-0094,ses-03,run-02,cognitive,expectrating,9,high_cue,med_stim,42.53894534946971,,sub-0094_ses-03_run-02_runtype-cognitive_event-expectrating_trial-009_cuetype-high.nii.gz
22,321.9951100349426,2.43455410003662,expectrating,sub-0094,ses-03,run-02,cognitive,expectrating,10,low_cue,low_stim,16.831668758241502,,sub-0094_ses-03_run-02_runtype-cognitive_event-expectrating_trial-010_cuetype-low.nii.gz
23,364.8944399356842,2.0176842212676998,expectrating,sub-0094,ses-03,run-02,cognitive,expectrating,11,high_cue,high_stim,84.4724598483438,,sub-0094_ses-03_run-02_runtype-cognitive_event-expectrating_trial-011_cuetype-high.nii.gz
24,21.29963994026184,5.0,stimulus,sub-0094,ses-03,run-02,cognitive,stimulus,0,low_cue,med_stim,6.23833268963931,,sub-0094_ses-03_run-02_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz
25,53.695060014724724,5.0,stimulus,sub-0094,ses-03,run-02,cognitive,stimulus,1,high_cue,low_stim,43.8100510678576,10.4914770123316,sub-0094_ses-03_run-02_runtype-cognitive_event-stimulus_trial-001_cuetype-high_stimintensity-low.nii.gz
26,90.89226007461548,5.0,stimulus,sub-0094,ses-03,run-02,cognitive,stimulus,2,high_cue,high_stim,43.3727166776064,26.8725389916558,sub-0094_ses-03_run-02_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-high.nii.gz
27,119.28618001937866,5.0,stimulus,sub-0094,ses-03,run-02,cognitive,stimulus,3,low_cue,med_stim,10.902944831751899,32.203039274405,sub-0094_ses-03_run-02_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz
28,145.79607009887698,5.0,stimulus,sub-0094,ses-03,run-02,cognitive,stimulus,4,high_cue,low_stim,71.34496603860791,3.2180612837942,sub-0094_ses-03_run-02_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-low.nii.gz
29,173.8898799419403,5.0,stimulus,sub-0094,ses-03,run-02,cognitive,stimulus,5,low_cue,high_stim,16.260204708312,35.217592968192704,sub-0094_ses-03_run-02_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz
30,208.48611998558044,5.0,stimulus,sub-0094,ses-03,run-02,cognitive,stimulus,6,low_cue,low_stim,0.924045352772706,16.324623321803,sub-0094_ses-03_run-02_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz
31,237.38021993637085,5.0,stimulus,sub-0094,ses-03,run-02,cognitive,stimulus,7,high_cue,med_stim,61.792509120984704,19.669267664017102,sub-0094_ses-03_run-02_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz
32,264.7904500961304,5.0,stimulus,sub-0094,ses-03,run-02,cognitive,stimulus,8,low_cue,high_stim,,19.885165113855397,sub-0094_ses-03_run-02_runtype-cognitive_event-stimulus_trial-008_cuetype-low_stimintensity-high.nii.gz
33,301.68754005432135,5.0,stimulus,sub-0094,ses-03,run-02,cognitive,stimulus,9,high_cue,med_stim,42.53894534946971,29.773572220689896,sub-0094_ses-03_run-02_runtype-cognitive_event-stimulus_trial-009_cuetype-high_stimintensity-med.nii.gz
34,332.1822400093078,5.0,stimulus,sub-0094,ses-03,run-02,cognitive,stimulus,10,low_cue,low_stim,16.831668758241502,14.9314171781376,sub-0094_ses-03_run-02_runtype-cognitive_event-stimulus_trial-010_cuetype-low_stimintensity-low.nii.gz
35,381.5840001106262,5.0,stimulus,sub-0094,ses-03,run-02,cognitive,stimulus,11,high_cue,high_stim,84.4724598483438,40.1286089684759,sub-0094_ses-03_run-02_runtype-cognitive_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz
36,33.38748002052307,4.0,outcomerating,sub-0094,ses-03,run-02,cognitive,outcomerating,0,low_cue,med_stim,6.23833268963931,,sub-0094_ses-03_run-02_runtype-cognitive_event-outcomerating_trial-000_cuetype-low_stimintensity-med.nii.gz
37,61.58133006095886,3.6515781879425,outcomerating,sub-0094,ses-03,run-02,cognitive,outcomerating,1,high_cue,low_stim,43.8100510678576,10.4914770123316,sub-0094_ses-03_run-02_runtype-cognitive_event-outcomerating_trial-001_cuetype-high_stimintensity-low.nii.gz
38,102.8967399597168,1.76743388175964,outcomerating,sub-0094,ses-03,run-02,cognitive,outcomerating,2,high_cue,high_stim,43.3727166776064,26.8725389916558,sub-0094_ses-03_run-02_runtype-cognitive_event-outcomerating_trial-002_cuetype-high_stimintensity-high.nii.gz
39,126.78898000717165,1.85634589195251,outcomerating,sub-0094,ses-03,run-02,cognitive,outcomerating,3,low_cue,med_stim,10.902944831751899,32.203039274405,sub-0094_ses-03_run-02_runtype-cognitive_event-outcomerating_trial-003_cuetype-low_stimintensity-med.nii.gz
40,153.39891004562378,0.983854532241821,outcomerating,sub-0094,ses-03,run-02,cognitive,outcomerating,4,high_cue,low_stim,71.34496603860791,3.2180612837942,sub-0094_ses-03_run-02_runtype-cognitive_event-outcomerating_trial-004_cuetype-high_stimintensity-low.nii.gz
41,189.6957700252533,2.1510443687438996,outcomerating,sub-0094,ses-03,run-02,cognitive,outcomerating,5,low_cue,high_stim,16.260204708312,35.217592968192704,sub-0094_ses-03_run-02_runtype-cognitive_event-outcomerating_trial-005_cuetype-low_stimintensity-high.nii.gz
42,220.69067001342773,2.02140212059021,outcomerating,sub-0094,ses-03,run-02,cognitive,outcomerating,6,low_cue,low_stim,0.924045352772706,16.324623321803,sub-0094_ses-03_run-02_runtype-cognitive_event-outcomerating_trial-006_cuetype-low_stimintensity-low.nii.gz
43,247.48398995399475,1.98419094085693,outcomerating,sub-0094,ses-03,run-02,cognitive,outcomerating,7,high_cue,med_stim,61.792509120984704,19.669267664017102,sub-0094_ses-03_run-02_runtype-cognitive_event-outcomerating_trial-007_cuetype-high_stimintensity-med.nii.gz
44,278.2954800128937,2.15094089508057,outcomerating,sub-0094,ses-03,run-02,cognitive,outcomerating,8,low_cue,high_stim,,19.885165113855397,sub-0094_ses-03_run-02_runtype-cognitive_event-outcomerating_trial-008_cuetype-low_stimintensity-high.nii.gz
45,311.89134001731867,2.50405526161194,outcomerating,sub-0094,ses-03,run-02,cognitive,outcomerating,9,high_cue,med_stim,42.53894534946971,29.773572220689896,sub-0094_ses-03_run-02_runtype-cognitive_event-outcomerating_trial-009_cuetype-high_stimintensity-med.nii.gz
46,347.9881401062012,1.5571711063385,outcomerating,sub-0094,ses-03,run-02,cognitive,outcomerating,10,low_cue,low_stim,16.831668758241502,14.9314171781376,sub-0094_ses-03_run-02_runtype-cognitive_event-outcomerating_trial-010_cuetype-low_stimintensity-low.nii.gz
47,394.7889201641083,2.93980240821838,outcomerating,sub-0094,ses-03,run-02,cognitive,outcomerating,11,high_cue,high_stim,84.4724598483438,40.1286089684759,sub-0094_ses-03_run-02_runtype-cognitive_event-outcomerating_trial-011_cuetype-high_stimintensity-high.nii.gz
