onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
3.89	0.99	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h017.png
36.2	0.98	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l041.png
63.6	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h053.png
103.5	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l037.png
138.99	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h001.png
190.6	0.99	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l004.png
219.21	0.98	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l009.png
252.6	0.98	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h011.png
281.7	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h033.png
312.19	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l029.png
348.8	0.98	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h021.png
375.6	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l010.png
5.71	2.47	expectrating	1	high_cue	n/a	62.31	Strong	62.31	Strong	0.63	1.84	h017.png
38.71	2.03	expectrating	2	low_cue	n/a	5.78	Weak	5.78	Weak	0.57	1.47	l041.png
66.1	3.25	expectrating	3	high_cue	n/a	43.22	Strong	43.22	Strong	0.75	2.5	h053.png
106.01	2.75	expectrating	4	low_cue	n/a	11.81	Moderate	11.81	Moderate	0.9	1.85	l037.png
142.89	2.14	expectrating	5	high_cue	n/a	27.49	Moderate	27.49	Moderate	1.0	1.14	h001.png
193.0		expectrating	6	low_cue	n/a							l004.png
221.01	3.33	expectrating	7	low_cue	n/a	6.01	Weak	6.01	Weak	0.77	2.57	l009.png
254.2	3.32	expectrating	8	high_cue	n/a	41.21	Strong	41.21	Strong	0.42	2.9	h011.png
283.3		expectrating	9	high_cue	n/a							h033.png
316.11	2.63	expectrating	10	low_cue	n/a	15.5	Moderate	15.5	Moderate	0.55	2.08	l029.png
350.5		expectrating	11	high_cue	n/a			87.73	Very Strong	2.15	3.83	h021.png
379.5	2.77	expectrating	12	low_cue	n/a	5.76	Weak	5.76	Weak	0.85	1.92	l010.png
19.59	7.01	stimulus	1	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aiunaff_M.mp4
45.59	7.01	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	tv095t2afaff_M.mp4
77.79	7.0	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jy115t1aaunaff_L.mp4
118.89	7.02	stimulus	4	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ak064t1aiaff_M.mp4
157.49	7.01	stimulus	5	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jk103t1aaaff_H.mp4
203.49	7.01	stimulus	6	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	aa048t2aaunaff_L.mp4
231.39	7.01	stimulus	7	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg066t1aaaff_H.mp4
263.59	7.0	stimulus	8	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ib109t1afaff_M.mp4
290.19	7.01	stimulus	9	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ak064t1afunaff_L.mp4
330.69	7.01	stimulus	10	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jy115t2aaaff_H.mp4
357.19	7.01	stimulus	11	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ak064t1aaaff_H.mp4
387.19	7.02	stimulus	12	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	tv095t2aeunaff_L.mp4
30.3	3.0	outcomerating	1	high_cue	med_stim	26.46	Moderate	26.46	Moderate	0.5	2.5	task-vicarious_scale.png
56.31	2.44	outcomerating	2	low_cue	med_stim	9.91	Weak	9.91	Weak	0.33	2.1	task-vicarious_scale.png
90.91	3.75	outcomerating	3	high_cue	low_stim	16.32	Moderate	16.32	Moderate	0.42	3.33	task-vicarious_scale.png
131.81		outcomerating	4	low_cue	med_stim			9.5	Weak	0.62	3.22	task-vicarious_scale.png
170.3	2.65	outcomerating	5	high_cue	high_stim	17.78	Moderate	17.78	Moderate	0.43	2.22	task-vicarious_scale.png
212.1	2.03	outcomerating	6	low_cue	low_stim	5.3	Weak	5.3	Weak	0.25	1.78	task-vicarious_scale.png
243.51	2.5	outcomerating	7	low_cue	high_stim	12.48	Moderate	12.48	Moderate	0.05	2.45	task-vicarious_scale.png
273.51	3.05	outcomerating	8	high_cue	med_stim	8.1	Weak	8.1	Weak	0.08	2.97	task-vicarious_scale.png
307.11	2.27	outcomerating	9	high_cue	low_stim	13.98	Moderate	13.98	Moderate	0.07	2.2	task-vicarious_scale.png
342.0	1.88	outcomerating	10	low_cue	high_stim	14.65	Moderate	14.65	Moderate	0.47	1.42	task-vicarious_scale.png
368.31	2.27	outcomerating	11	high_cue	high_stim	48.9	Strong	48.9	Strong	0.37	1.91	task-vicarious_scale.png
395.3	2.02	outcomerating	12	low_cue	low_stim	8.62	Weak	8.62	Weak	0.05	1.97	task-vicarious_scale.png
