onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
5.0	0.99	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l049.png
37.39	0.99	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h045.png
70.69	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l034.png
100.2	0.98	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h047.png
132.6	0.99	cue	5	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l022.png
165.29	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h040.png
199.4	0.98	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l007.png
236.4	0.98	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l001.png
266.5	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h042.png
304.49	0.99	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h024.png
335.89	1.0	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h046.png
371.2	0.98	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l043.png
7.62	1.25	expectrating	1	low_cue	n/a	2.13	Barely detectable	2.13	Barely detectable	0.05	1.2	l049.png
39.7	2.67	expectrating	2	high_cue	n/a	83.69	Very Strong	83.69	Very Strong	0.5	2.17	h045.png
73.01	2.66	expectrating	3	low_cue	n/a	21.84	Moderate	21.84	Moderate	0.77	1.89	l034.png
102.8	2.07	expectrating	4	high_cue	n/a	79.97	Very Strong	79.97	Very Strong	0.4	1.67	h047.png
135.2	1.48	expectrating	5	low_cue	n/a	2.55	Barely detectable	2.55	Barely detectable	0.57	0.92	l022.png
167.59	3.97	expectrating	6	high_cue	n/a	48.29	Strong	48.29	Strong	0.6	3.37	h040.png
