onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
3.89	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h050.png
33.58	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l018.png
65.08	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h046.png
87.49	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l051.png
124.29	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h024.png
150.38	1.0	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l019.png
183.49	0.98	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l020.png
223.39	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l048.png
259.29	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h017.png
294.08	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l032.png
331.08	1.0	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h016.png
369.59	0.98	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h032.png
6.09	1.91	expectrating	1	high_cue	n/a	67.86	Very Strong	67.86	Very Strong	0.48	1.42	h050.png
35.99	1.6	expectrating	2	low_cue	n/a	0.0		0.0		0.27	1.33	l018.png
67.3	1.28	expectrating	3	high_cue	n/a	68.16	Very Strong	68.16	Very Strong	0.4	0.88	h046.png
90.99	1.48	expectrating	4	low_cue	n/a	7.93	Weak	7.93	Weak	0.13	1.34	l051.png
125.99	2.44	expectrating	5	high_cue	n/a	47.77	Strong	47.77	Strong	0.95	1.49	h024.png
153.9	1.85	expectrating	6	low_cue	n/a	19.9	Moderate	19.9	Moderate	0.37	1.48	l019.png
185.69	1.84	expectrating	7	low_cue	n/a	5.76	Weak	5.76	Weak	1.03	0.81	l020.png
225.59	2.06	expectrating	8	low_cue	n/a	12.3	Moderate	12.3	Moderate	0.48	1.57	l048.png
262.79	0.99	expectrating	9	high_cue	n/a	46.78	Strong	46.78	Strong	0.38	0.61	h017.png
296.48	2.42	expectrating	10	low_cue	n/a	7.61	Weak	7.61	Weak	0.53	1.88	l032.png
333.5	1.55	expectrating	11	high_cue	n/a	70.91	Very Strong	70.91	Very Strong	0.53	1.02	h016.png
371.59	2.27	expectrating	12	high_cue	n/a	77.39	Very Strong	77.39	Very Strong	1.65	0.62	h032.png
16.78	7.0	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t1afaff_L.mp4
49.78	7.02	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	vw121t1aiaff_M.mp4
73.88	7.01	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ch092t2aeaff_L.mp4
105.98	7.0	stimulus	4	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	bn080t1aeaff_M.mp4
132.58	7.01	stimulus	5	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bg096t1aeaff_H.mp4
161.68	7.01	stimulus	6	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jk103t1aaunaff_L.mp4
199.88	7.01	stimulus	7	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ib109t1aiaff_H.mp4
232.18	7.0	stimulus	8	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	vw121t1aeaff_L.mp4
277.78	7.0	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t2aeunaff_H.mp4
304.08	7.01	stimulus	10	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jk103t1aaaff_H.mp4
342.78	7.01	stimulus	11	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	bg096t2aaaff_M.mp4
384.58	7.01	stimulus	12	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ch092t2aaaff_M.mp4
29.0	1.58	outcomerating	1	high_cue	low_stim	2.53	Barely detectable	2.53	Barely detectable	0.22	1.37	task-vicarious_scale.png
59.89	2.35	outcomerating	2	low_cue	med_stim	5.05	Weak	5.05	Weak	0.47	1.89	task-vicarious_scale.png
82.4	1.57	outcomerating	3	high_cue	low_stim	5.57	Weak	5.57	Weak	0.1	1.47	task-vicarious_scale.png
119.2	2.23	outcomerating	4	low_cue	med_stim	6.93	Weak	6.93	Weak	0.48	1.75	task-vicarious_scale.png
145.79	2.05	outcomerating	5	high_cue	high_stim	34.39	Strong	34.39	Strong	0.8	1.25	task-vicarious_scale.png
173.9	2.71	outcomerating	6	low_cue	low_stim	15.85	Moderate	15.85	Moderate	0.47	2.24	task-vicarious_scale.png
213.2	1.9	outcomerating	7	low_cue	high_stim	4.36	Weak	4.36	Weak	0.43	1.47	task-vicarious_scale.png
245.5	2.13	outcomerating	8	low_cue	low_stim	9.01	Weak	9.01	Weak	0.43	1.7	task-vicarious_scale.png
287.9	2.47	outcomerating	9	high_cue	high_stim	4.38	Weak	4.38	Weak	0.53	1.93	task-vicarious_scale.png
312.59	3.69	outcomerating	10	low_cue	high_stim	61.79	Strong	61.79	Strong	0.23	3.46	task-vicarious_scale.png
355.81	2.46	outcomerating	11	high_cue	med_stim	76.95	Very Strong	76.95	Very Strong	0.47	1.99	task-vicarious_scale.png
394.8	2.58	outcomerating	12	high_cue	med_stim	25.74	Moderate	25.74	Moderate	0.48	2.1	task-vicarious_scale.png
