onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
4.68	0.99	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h003.png
33.0	0.98	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l016.png
57.99	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l053.png
83.4	0.98	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l009.png
115.79	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h050.png
139.58	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h010.png
167.6	0.98	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h042.png
213.4	0.98	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h046.png
244.09	0.99	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l046.png
275.09	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l026.png
317.58	0.99	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l005.png
362.28	0.99	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h029.png
7.1	1.58	expectrating	1	high_cue	n/a	34.99	Strong	34.99	Strong	0.35	1.23	h003.png
34.8	1.54	expectrating	2	low_cue	n/a	0.0		0.0		0.48	1.05	l016.png
60.09	1.85	expectrating	3	low_cue	n/a	1.84	Barely detectable	1.84	Barely detectable	0.72	1.13	l053.png
86.5	2.68	expectrating	4	low_cue	n/a	6.67	Weak	6.67	Weak	0.73	1.95	l009.png
118.19	1.49	expectrating	5	high_cue	n/a	15.15	Moderate	15.15	Moderate	0.43	1.06	h050.png
141.7		expectrating	6	high_cue	n/a			8.85	Weak	0.57	3.42	h010.png
169.7	1.47	expectrating	7	high_cue	n/a	11.31	Moderate	11.31	Moderate	0.05	1.42	h042.png
215.5	1.39	expectrating	8	high_cue	n/a	5.05	Weak	5.05	Weak	0.17	1.22	h046.png
247.19	1.52	expectrating	9	low_cue	n/a	13.76	Moderate	13.76	Moderate	0.47	1.06	l046.png
278.19	1.32	expectrating	10	low_cue	n/a	1.62	Barely detectable	1.62	Barely detectable	0.28	1.03	l026.png
319.99	2.2	expectrating	11	low_cue	n/a	2.08	Barely detectable	2.08	Barely detectable	0.43	1.77	l005.png
365.39	2.08	expectrating	12	high_cue	n/a	12.68	Moderate	12.68	Moderate	0.5	1.58	h029.png
17.68	7.01	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t1afaff_L.mp4
41.88	7.0	stimulus	2	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	bn080t1afunaff_L.mp4
68.68	7.01	stimulus	3	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t2aeaff_M.mp4
101.88	7.01	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t2aeunaff_H.mp4
125.58	7.0	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	dn124t1aeunaff_M.mp4
153.18	7.01	stimulus	6	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bn080t1afaff_H.mp4
182.48	7.01	stimulus	7	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	gf097t2aiunaff_L.mp4
226.58	7.01	stimulus	8	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ll042t1aiaff_H.mp4
257.78	7.0	stimulus	9	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	th108t1aaunaff_L.mp4
285.28	7.01	stimulus	10	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	th108t2aaunaff_M.mp4
331.58	7.01	stimulus	11	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	dr052t1aiaff_H.mp4
377.48	7.01	stimulus	12	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	dr052t2aaaff_M.mp4
27.09	3.82	outcomerating	1	high_cue	low_stim	6.9	Weak	6.9	Weak	0.78	3.04	task-vicarious_scale.png
53.1		outcomerating	2	low_cue	low_stim			4.61	Weak	0.72	1.87	task-vicarious_scale.png
78.3	3.1	outcomerating	3	low_cue	med_stim	8.66	Weak	8.66	Weak	0.65	2.45	task-vicarious_scale.png
111.19	2.69	outcomerating	4	low_cue	high_stim	1.85	Barely detectable	1.85	Barely detectable	0.63	2.06	task-vicarious_scale.png
134.9	2.03	outcomerating	5	high_cue	med_stim	0.47	No sensation	0.47	No sensation	0.78	1.25	task-vicarious_scale.png
161.59	2.41	outcomerating	6	high_cue	high_stim	9.91	Weak	9.91	Weak	0.5	1.91	task-vicarious_scale.png
201.69		outcomerating	7	high_cue	low_stim			3.92	Weak	0.68	3.23	task-vicarious_scale.png
239.21	1.95	outcomerating	8	high_cue	high_stim	34.9	Strong	34.9	Strong	0.65	1.3	task-vicarious_scale.png
269.1	2.63	outcomerating	9	low_cue	low_stim	1.38	Barely detectable	1.38	Barely detectable	0.57	2.07	task-vicarious_scale.png
296.49	2.09	outcomerating	10	low_cue	med_stim	0.0		0.0		0.55	1.54	task-vicarious_scale.png
341.29	2.51	outcomerating	11	low_cue	high_stim	22.66	Moderate	22.66	Moderate	0.62	1.89	task-vicarious_scale.png
394.1	2.0	outcomerating	12	high_cue	med_stim	1.16	Barely detectable	1.16	Barely detectable	0.8	1.2	task-vicarious_scale.png
