fname,graymatter,whitematter,csf
sub-0002/sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii,0.623348472621093,0.146975567386558,0.981759623535067
sub-0002/sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii,-0.474656331367334,-0.309154141142322,-0.171872452226363
sub-0002/sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-low.nii,1.25914689347824,0.38190276966226,1.15247519291805
sub-0002/sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii,0.116076532009645,-0.0201527517599537,0.571710547380739
sub-0002/sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii,0.619782254312711,0.554227649369845,-0.639097904704451
sub-0002/sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii,1.34147218445553,0.480817906962807,-0.453245165002253
sub-0002/sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-med.nii,1.33413109534975,0.279478635483733,-0.33616730450813
sub-0002/sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-low.nii,0.121404705678076,-0.219771010250634,-0.0961904195978538
sub-0002/sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii,0.790109759488589,-0.0984917027911257,0.18121669219937
sub-0002/sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-009_cuetype-high_stimintensity-high.nii,1.56885940933925,0.607554446971117,0.405606341414682
sub-0002/sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-010_cuetype-low_stimintensity-med.nii,1.2700478996881,0.506768186738099,-0.0930451348139003
sub-0002/sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-high.nii,-0.281781486677083,0.0349211126883726,0.147911386414152
sub-0002/sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-high.nii,1.68946152137263,1.16518437510873,2.66271968806066
sub-0002/sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-001_cuetype-high_stimintensity-med.nii,0.702772955458737,0.945217074810389,-0.0942214194800791
sub-0002/sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-low.nii,0.452272577016467,-0.209568568427958,0.119125332450832
sub-0002/sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-low.nii,0.627685752205131,0.903865006220899,0.950935950458654
sub-0002/sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-low.nii,0.603960057015389,0.159182264582701,0.724696337796088
sub-0002/sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-med.nii,0.853405162639919,0.914496010736692,0.675955348909043
sub-0002/sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii,0.561845312179605,0.561200487841577,-0.164000732891741
sub-0002/sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii,1.08602383651257,0.285123493617106,1.03731131851754
sub-0002/sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-med.nii,0.221040088382627,0.0777827576027384,-0.263723393198247
sub-0002/sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii,1.65174242072093,0.883261627807313,1.39038114706975
sub-0002/sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-high.nii,0.979386323103357,0.511359914241181,0.583442824358659
sub-0002/sub-0002_ses-04_run-03_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii,-0.204583147013482,0.376244429135682,0.247621359743843
sub-0002/sub-0002_ses-04_run-04_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-high.nii,-0.146756925737615,0.0997176942034536,-0.328173227024247
sub-0002/sub-0002_ses-04_run-04_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii,0.14630163058541,0.0746673739265795,-0.210156723318913
sub-0002/sub-0002_ses-04_run-04_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii,-0.36256851568478,0.262133227580892,-0.152849707109006
sub-0002/sub-0002_ses-04_run-04_runtype-pain_event-stimulus_trial-003_cuetype-high_stimintensity-high.nii,-0.000847282254769794,-0.190660586639426,0.495166663386944
sub-0002/sub-0002_ses-04_run-04_runtype-pain_event-stimulus_trial-004_cuetype-low_stimintensity-low.nii,0.218430433663844,-0.115391937867479,0.055737079626041
