onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
5.69	0.98	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l004.png
33.39	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l029.png
71.09	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l043.png
100.68	0.99	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h017.png
135.79	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h040.png
170.59	0.98	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h018.png
196.88	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h024.png
236.98	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l002.png
268.29	0.98	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h046.png
301.89	0.98	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l008.png
333.88	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h056.png
372.48	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l032.png
7.69	2.22	expectrating	1	low_cue	n/a	4.84	Weak	4.84	Weak	0.95	1.27	l004.png
35.69	2.19	expectrating	2	low_cue	n/a	14.43	Moderate	14.43	Moderate	0.43	1.76	l029.png
73.39	2.79	expectrating	3	low_cue	n/a	8.0	Weak	8.0	Weak	0.8	1.99	l043.png
103.48	2.62	expectrating	4	high_cue	n/a	93.69	Very Strong	93.69	Very Strong	1.55	1.07	h017.png
137.49	2.23	expectrating	5	high_cue	n/a	47.87	Strong	47.87	Strong	0.62	1.62	h040.png
172.39	2.26	expectrating	6	high_cue	n/a	38.16	Strong	38.16	Strong	0.7	1.56	h018.png
199.88	2.03	expectrating	7	high_cue	n/a	84.43	Very Strong	84.43	Very Strong	0.5	1.53	h024.png
239.68	1.85	expectrating	8	low_cue	n/a	0.0		0.0		0.62	1.23	l002.png
271.29	2.52	expectrating	9	high_cue	n/a	87.46	Very Strong	87.46	Very Strong	0.65	1.87	h046.png
304.19	2.86	expectrating	10	low_cue	n/a	3.91	Weak	3.91	Weak	0.55	2.31	l008.png
336.88	2.28	expectrating	11	high_cue	n/a	20.93	Moderate	20.93	Moderate	0.97	1.32	h056.png
375.48	1.75	expectrating	12	low_cue	n/a	7.48	Weak	7.48	Weak	0.38	1.37	l032.png
15.68	7.01	stimulus	1	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ll042t1afunaff_M.mp4
46.48	7.02	stimulus	2	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg066t2aeunaff_L.mp4
