onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
3.89	0.99	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h050.png
33.6	0.98	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l018.png
65.1	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h046.png
87.49	1.0	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l051.png
124.3	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h024.png
150.39	0.99	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l019.png
183.49	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l020.png
223.39	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l048.png
259.3	0.98	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h017.png
294.1	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l032.png
331.1	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h016.png
369.59	0.99	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h032.png
6.11	1.55	expectrating	1	high_cue	n/a	37.71	Strong	37.71	Strong	0.6	0.95	h050.png
36.0	2.19	expectrating	2	low_cue	n/a	7.13	Weak	7.13	Weak	0.4	1.79	l018.png
67.3	3.65	expectrating	3	high_cue	n/a	33.69	Strong	33.69	Strong	2.07	1.58	h046.png
91.01	1.32	expectrating	4	low_cue	n/a	3.97	Weak	3.97	Weak	0.58	0.74	l051.png
126.0	1.9	expectrating	5	high_cue	n/a	35.94	Strong	35.94	Strong	0.63	1.27	h024.png
153.9	2.18	expectrating	6	low_cue	n/a	12.76	Moderate	12.76	Moderate	0.55	1.63	l019.png
185.69	2.02	expectrating	7	low_cue	n/a	9.24	Weak	9.24	Weak	0.63	1.39	l020.png
225.61	2.07	expectrating	8	low_cue	n/a	5.53	Weak	5.53	Weak	0.58	1.49	l048.png
262.8	1.85	expectrating	9	high_cue	n/a	22.66	Moderate	22.66	Moderate	0.48	1.37	h017.png
296.5	1.57	expectrating	10	low_cue	n/a	8.43	Weak	8.43	Weak	0.57	1.0	l032.png
333.5	1.98	expectrating	11	high_cue	n/a	25.02	Moderate	25.02	Moderate	0.47	1.52	h016.png
371.59	1.9	expectrating	12	high_cue	n/a	32.54	Strong	32.54	Strong	0.5	1.4	h032.png
16.79	7.01	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t1afaff_L.mp4
49.79	7.01	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	vw121t1aiaff_M.mp4
73.89	7.02	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ch092t2aeaff_L.mp4
105.99	7.01	stimulus	4	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	bn080t1aeaff_M.mp4
132.59	7.0	stimulus	5	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bg096t1aeaff_H.mp4
161.69	7.02	stimulus	6	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jk103t1aaunaff_L.mp4
199.89	7.01	stimulus	7	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ib109t1aiaff_H.mp4
232.19	7.01	stimulus	8	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	vw121t1aeaff_L.mp4
277.79	7.01	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t2aeunaff_H.mp4
304.09	7.0	stimulus	10	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jk103t1aaaff_H.mp4
342.79	7.02	stimulus	11	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	bg096t2aaaff_M.mp4
384.59	7.02	stimulus	12	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ch092t2aaaff_M.mp4
29.02	2.92	outcomerating	1	high_cue	low_stim	14.43	Moderate	14.43	Moderate	0.72	2.2	task-vicarious_scale.png
59.91	2.3	outcomerating	2	low_cue	med_stim	8.07	Weak	8.07	Weak	0.42	1.88	task-vicarious_scale.png
82.4	3.24	outcomerating	3	high_cue	low_stim	5.78	Weak	5.78	Weak	0.57	2.68	task-vicarious_scale.png
119.2	2.94	outcomerating	4	low_cue	med_stim	8.55	Weak	8.55	Weak	0.53	2.41	task-vicarious_scale.png
145.81	2.75	outcomerating	5	high_cue	high_stim	25.64	Moderate	25.64	Moderate	0.97	1.78	task-vicarious_scale.png
173.9	2.59	outcomerating	6	low_cue	low_stim	6.9	Weak	6.9	Weak	0.53	2.06	task-vicarious_scale.png
213.2	2.59	outcomerating	7	low_cue	high_stim	7.13	Weak	7.13	Weak	0.57	2.03	task-vicarious_scale.png
245.51	3.95	outcomerating	8	low_cue	low_stim	3.22	Weak	3.22	Weak	0.55	3.4	task-vicarious_scale.png
287.91	1.83	outcomerating	9	high_cue	high_stim	16.77	Moderate	16.77	Moderate	0.65	1.18	task-vicarious_scale.png
312.61	2.46	outcomerating	10	low_cue	high_stim	17.34	Moderate	17.34	Moderate	0.7	1.76	task-vicarious_scale.png
355.8	1.61	outcomerating	11	high_cue	med_stim	33.37	Strong	33.37	Strong	0.43	1.17	task-vicarious_scale.png
394.8	3.43	outcomerating	12	high_cue	med_stim	24.58	Moderate	24.58	Moderate	0.45	2.98	task-vicarious_scale.png
