Thal_VPLM_R,Thal_VPLM_L,Thal_MD,dpIns_L,dpIns_R,aMCC_MPFC,singletrial_fname
0.402111083269119,0.229389682412148,-0.0464023649692535,0.432033002376556,0.610976696014404,0.686801731586456,sub-0013_ses-03_run-01_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-high.nii.gz
-0.266094624996185,-0.285060554742813,-0.498071372509003,0.181579753756523,0.10454773157835,0.571512281894684,sub-0013_ses-03_run-01_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz
-0.318396836519241,-0.478395968675613,-0.903421461582184,-0.23462225496769,-0.216846153140068,-0.198193788528442,sub-0013_ses-03_run-01_runtype-pain_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz
-0.143077209591866,-0.310750007629395,-0.370167672634125,0.129506528377533,0.0100262416526675,0.125262647867203,sub-0013_ses-03_run-01_runtype-pain_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz
-0.363069951534271,-0.373490780591965,-0.518571019172668,-0.0932390689849854,-0.51240873336792,-0.137922748923302,sub-0013_ses-03_run-01_runtype-pain_event-stimulus_trial-004_cuetype-low_stimintensity-low.nii.gz
-0.19028639793396,-0.457356333732605,-0.564667940139771,-0.215146720409393,0.0327718257904053,0.30450040102005,sub-0013_ses-03_run-01_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz
-0.00557441730052233,-0.096016027033329,0.309133470058441,0.161601766943932,0.446241825819016,0.724012017250061,sub-0013_ses-03_run-01_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz
-0.124024443328381,-0.803796827793121,-0.399096518754959,-0.240551888942719,-0.26116082072258,0.00800944957882166,sub-0013_ses-03_run-01_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-med.nii.gz
-0.0880642905831337,0.00828573293983936,-0.0333548486232758,0.126696348190308,0.272681385278702,0.618228495121002,sub-0013_ses-03_run-01_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-high.nii.gz
-0.392665892839432,-0.455464720726013,-0.879639685153961,-0.193050041794777,-0.411590546369553,-0.355389386415482,sub-0013_ses-03_run-01_runtype-pain_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz
0.10464982688427,-0.303718596696854,-0.212689995765686,0.187616139650345,0.184086918830872,0.39642146229744,sub-0013_ses-03_run-01_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz
-0.003048085141927,-0.292374044656754,-0.593208074569702,0.474134385585785,0.211188852787018,0.435134470462799,sub-0013_ses-03_run-01_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz
0.0881717503070831,0.40410253405571,-0.712091088294983,0.0941222533583641,0.11784540116787,-0.101990528404713,sub-0013_ses-03_run-06_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz
