Thal_VPLM_R,Thal_VPLM_L,Thal_IL,Thal_MD,Hythal,pbn_R,pbn_L,Bstem_PAG,rvm_R,Amy_R,Amy_L,dpIns_L,dpIns_R,S2_L,S2_R,mIns_L,mIns_R,aIns_L,aIns_R,aMCC_MPFC,s1_foot_L,s1_foot_R,s1_handplus_L,s1_handplus_R,singletrial_fname
-0.144708678126335,-0.371420949697495,-0.251654386520386,-0.409004539251328,-0.039757713675499,-0.0528128519654274,0.0655486062169075,0.239349171519279,-0.254061549901962,0.100906059145927,0.0530403479933739,0.0129057671874762,0.0460120998322964,-0.0736904665827751,0.0381825678050518,0.167029917240143,0.321305900812149,-0.191070795059204,0.242731958627701,-0.027310598641634,-0.351259857416153,-0.408081144094467,-0.384612530469894,-0.257258325815201,sub-0026_ses-03_run-02_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz
0.374905914068222,0.0917606353759766,0.36404150724411,0.552105605602264,0.189366415143013,0.0403779335319996,-0.12370652705431,0.142749145627022,-0.175911650061607,0.214968532323837,0.0946607515215874,0.137232661247253,0.247846901416779,0.186517834663391,0.406518310308456,0.281793773174286,0.429864794015884,0.293574929237366,0.477468758821487,0.424361288547516,0.0745689943432808,0.0631283149123192,-0.00394687708467245,0.0872246995568275,sub-0026_ses-03_run-02_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz
-0.127265796065331,-0.337093949317932,-0.158456444740295,-0.181236505508423,-0.0185643788427114,0.17400224506855,0.000135079026222229,0.189543381333351,-0.356838822364807,-0.188078552484512,-0.21099179983139,-0.352915644645691,-0.160202518105507,-0.382438451051712,-0.19773904979229,-0.163016200065613,0.0776632875204086,-0.230144992470741,0.0840180218219757,-0.103806287050247,-0.406904846429825,-0.328973978757858,-0.420787215232849,-0.266014337539673,sub-0026_ses-03_run-02_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-low.nii.gz
-0.155425637960434,-0.269349813461304,-0.154401540756226,-0.0682433545589447,-0.24032486975193,-0.0133938090875745,0.0277505945414305,-0.0367078110575676,-0.0401370450854301,-0.0363468565046787,-0.169789806008339,-0.0699527934193611,0.145647972822189,-0.0568517223000526,0.061517097055912,0.106216736137867,0.306037455797195,-0.173984333872795,0.19755531847477,0.0549572855234146,-0.158402323722839,-0.199984893202782,-0.319617837667465,-0.137851163744926,sub-0026_ses-03_run-02_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz
-0.0717634037137032,-0.1416105479002,0.0389186814427376,0.0997454971075058,0.00687863677740097,-0.219134107232094,-0.471017211675644,0.164453074336052,0.253566205501556,-0.200162932276726,-0.132522076368332,-0.377384394407272,0.059159379452467,-0.19920352101326,0.00079178943997249,-0.138735309243202,0.192632421851158,0.0601410306990147,0.182906553149223,0.183544248342514,-0.173808172345161,-0.114572517573833,-0.169785171747208,-0.13292732834816,sub-0026_ses-03_run-02_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz
-0.28862726688385,-0.577732026576996,-0.56120091676712,-0.674653291702271,-0.102372527122498,-0.154789641499519,-0.0721457824110985,-0.248868331313133,-0.420309752225876,-0.297862648963928,-0.179402574896812,-0.0618903338909149,-0.0661793276667595,-0.16048401594162,-0.100383996963501,-0.0226756799966097,0.0892888754606247,-0.195600241422653,-0.0967517346143723,0.0322359390556812,-0.171584635972977,-0.197905227541924,-0.321975380182266,-0.258845388889313,sub-0026_ses-03_run-02_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz
0.0818598717451096,-0.115185312926769,0.105602361261845,0.094634972512722,0.0406430698931217,0.171984285116196,0.0164477881044149,0.194288015365601,0.282195627689362,0.247066557407379,0.0223963595926762,-0.218395128846169,0.0492048710584641,-0.165280476212502,-0.0816556662321091,0.0751736238598824,0.239167809486389,-0.0167236179113388,0.211121782660484,-0.00067119620507583,-0.218565762042999,-0.176741495728493,-0.341530114412308,-0.187039196491241,sub-0026_ses-03_run-02_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-med.nii.gz
-0.151457250118256,-0.221396505832672,-0.0787967070937157,-0.163572892546654,0.145573928952217,-0.131626218557358,-0.352976471185684,-0.478166878223419,-0.506227493286133,-0.240027531981468,0.00173104088753462,-0.0443378016352654,-0.131519913673401,-0.0779035016894341,-0.0810156539082527,0.115899562835693,-0.0327370204031467,0.316997110843658,-0.0433908477425575,0.0911406502127647,-0.0594513118267059,-0.220482364296913,-0.186496570706367,-0.0486831665039062,sub-0026_ses-03_run-02_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-low.nii.gz
0.543903589248657,0.775867938995361,1.00176775455475,1.20586085319519,0.644367933273315,0.741943538188934,0.524806022644043,0.0539830699563026,-0.563307821750641,0.420494437217712,0.391153186559677,0.552585124969482,0.365235298871994,0.629005908966064,0.567010343074799,0.573461472988129,0.46559864282608,0.654494225978851,0.949937224388123,0.475185364484787,0.39306828379631,0.168110147118568,0.246827557682991,0.0869929939508438,sub-0026_ses-03_run-02_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz
0.000900160637684166,0.0611892305314541,0.0279006753116846,0.000684725120663643,0.315592557191849,-0.279592782258987,0.0373267866671085,-0.0308891180902719,-0.339582115411758,0.0611491203308105,0.43946760892868,-0.0326044447720051,0.0880173817276955,0.0466041788458824,0.128958150744438,0.310075491666794,0.351675719022751,0.146545648574829,0.315198451280594,0.45893320441246,0.000877566344570369,0.0422792881727219,0.159190908074379,0.0350591912865639,sub-0026_ses-03_run-02_runtype-pain_event-stimulus_trial-009_cuetype-high_stimintensity-high.nii.gz
