Thal_VPLM_R,Thal_VPLM_L,Thal_IL,Thal_MD,Hythal,pbn_R,pbn_L,Bstem_PAG,rvm_R,Amy_R,Amy_L,dpIns_L,dpIns_R,S2_L,S2_R,mIns_L,mIns_R,aIns_L,aIns_R,aMCC_MPFC,s1_foot_L,s1_foot_R,s1_handplus_L,s1_handplus_R,singletrial_fname
-0.150961935520172,0.26807501912117,0.42072468996048,0.926552295684814,1.16443645954132,-0.550916373729706,0.0527349561452866,-0.296748697757721,-0.281491190195084,0.201135337352753,0.663197338581085,0.0791438296437263,0.0743692517280579,0.315350413322449,0.266506910324097,-0.304170578718185,-0.191419929265976,-0.397150188684464,-0.391513556241989,0.025470832362771,0.501670300960541,0.633513391017914,0.696727395057678,0.561935603618622,sub-0074_ses-01_run-03_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz
0.0416514948010445,0.125896006822586,0.296157777309418,0.601939380168915,-0.00409091217443347,-0.48425617814064,0.129143953323364,-0.0191373396664858,-0.0903411954641342,-0.205604761838913,0.381664454936981,0.030328406020999,0.0102651724591851,0.133022800087929,0.364204406738281,0.320482224225998,0.474116623401642,0.239663913846016,0.346722066402435,0.170636132359505,0.408925712108612,0.355898767709732,0.398884654045105,0.654079020023346,sub-0074_ses-01_run-03_runtype-pain_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz
-0.0781881958246231,-0.601667702198029,-0.498183518648148,-0.818728446960449,2.13129162788391,-0.534566044807434,-1.21538591384888,0.092027023434639,0.188140675425529,-0.00286043668165803,0.472116410732269,-0.196436613798141,0.0320530347526073,-0.133802086114883,-0.158967897295952,-0.203636527061462,0.101879641413689,-0.0640550553798676,0.276121407747269,-0.0502366609871387,0.365171909332275,0.439406782388687,0.215334579348564,0.333182781934738,sub-0074_ses-01_run-03_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz
0.355171382427216,0.633331716060638,0.802634179592133,1.08737361431122,1.60742723941803,-0.662636876106262,0.591102361679077,0.0289251934736967,-0.000647446024231613,0.212888419628143,0.977324187755585,0.331303298473358,0.17224645614624,0.347747504711151,0.45426732301712,0.313824385404587,0.118678905069828,0.267305135726929,0.133729591965675,0.349317401647568,0.374067842960358,0.438235610723495,0.563673675060272,0.722751915454865,sub-0074_ses-01_run-03_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz
-0.101133666932583,0.0418520160019398,0.114628911018372,0.322612702846527,-0.363929033279419,-0.748189032077789,0.101694002747536,-0.0921501070261002,-0.3475042283535,-0.530150771141052,-0.612016677856445,-0.260723948478699,-0.331798762083054,-0.454650938510895,-0.185511097311974,-0.0844733342528343,-0.267376959323883,-0.336621552705765,-0.423664838075638,-0.494457721710205,-0.222281217575073,-0.250447183847427,0.0334308929741383,0.202015206217766,sub-0074_ses-01_run-03_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz
-0.10090646892786,0.0405925288796425,-0.139221474528313,-0.271198362112045,-0.838234007358551,-0.397265493869781,-0.160207167267799,0.438909113407135,0.0991761609911919,-0.0288785770535469,-0.0264360941946507,-0.0745380744338036,-0.0134287374094129,-0.0925281569361687,0.115767955780029,0.232773318886757,-0.11119195073843,0.110892899334431,-0.0109438421204686,0.154627531766891,-0.015940660610795,0.0466772802174091,0.0393166616559029,0.0517815463244915,sub-0074_ses-01_run-03_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz
-0.310139745473862,-0.324877589941025,0.0405818931758404,-0.04419931396842,1.74909126758575,-0.357094079256058,0.0522402264177799,0.23835077881813,0.0324859321117401,0.269728124141693,1.65140521526337,0.0933949276804924,0.285583436489105,0.320603638887405,0.190169811248779,0.106424167752266,0.233402848243713,0.0607894994318485,0.171364217996597,0.192158818244934,0.437480539083481,0.291701823472977,0.405508786439896,0.274910688400269,sub-0074_ses-01_run-03_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz
0.256629079580307,0.193676635622978,0.133694633841515,0.176001206040382,3.26886320114136,-1.13220155239105,-0.487622052431107,0.0164598971605301,-0.508424520492554,0.251386851072311,2.03248023986816,0.435233980417252,0.341554373502731,0.571933805942535,0.638580441474915,0.0815910995006561,0.0824549347162247,0.0733436346054077,0.313318312168121,0.184746772050858,0.196463510394096,0.0554273575544357,0.74751079082489,0.614549815654755,sub-0074_ses-01_run-03_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz
0.046948030591011,0.1662338078022,0.200458854436874,0.36812624335289,-0.257776588201523,0.289867609739304,0.13024041056633,0.241807535290718,0.161554098129272,0.196012958884239,0.311971932649612,0.276837378740311,0.225456103682518,0.541466116905212,0.393343150615692,0.403176188468933,0.302423685789108,0.247940510511398,0.387733817100525,0.20002780854702,0.158498510718346,0.169241607189178,0.0496420785784721,0.146598279476166,sub-0074_ses-01_run-03_runtype-pain_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz
0.0303552579134703,0.217050671577454,-0.076531782746315,-0.317897617816925,0.0842360630631447,0.0111121283844113,0.0869264975190163,0.580671310424805,0.149702772498131,-0.13701131939888,0.330046832561493,0.0448104925453663,-0.149567231535912,-0.189507260918617,-0.256368935108185,-0.00185352505650371,-0.0956212058663368,-0.420561492443085,-0.346181213855743,-0.357610195875168,-0.179065033793449,-0.267524003982544,-0.135687246918678,0.0422504208981991,sub-0074_ses-01_run-03_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz
0.603339552879333,1.19430005550385,1.34042429924011,2.09552359580994,0.136356458067894,0.066625714302063,1.05005609989166,0.55110889673233,0.18963710963726,0.296261578798294,0.74248605966568,0.874353110790253,0.759855210781097,1.25501072406769,1.08480715751648,0.809445738792419,0.707932531833649,0.75330775976181,0.965817868709564,0.829104065895081,0.930401682853699,0.902585029602051,1.02379107475281,0.987071812152863,sub-0074_ses-01_run-03_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz
-0.0164435207843781,-0.162181451916695,-0.018310384824872,-0.0833427384495735,0.606573760509491,0.319993168115616,-0.623957574367523,-0.871900737285614,-0.375432223081589,-0.366716623306274,-0.0690078586339951,-0.262870013713837,-0.257555276155472,-0.363363295793533,-0.171254858374596,-0.0454987473785877,0.101627886295319,-0.329325646162033,-0.00859698280692101,0.0146687217056751,0.24533075094223,0.305068045854568,0.114813461899757,-0.177377417683601,sub-0074_ses-01_run-04_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz
-0.160645470023155,-0.130741909146309,0.0468725599348545,-0.160873383283615,0.622468054294586,0.0432429015636444,0.296713978052139,0.173269882798195,0.185450628399849,-0.0749667882919312,0.382490217685699,0.0276383813470602,-0.0696963369846344,0.295836389064789,0.277909487485886,0.0911999717354774,0.219958990812302,0.0884066745638847,0.307458400726318,0.0796699002385139,-0.242418304085732,-0.231599166989326,-0.217475667595863,-0.0905048400163651,sub-0074_ses-01_run-04_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz
0.392082989215851,0.691408812999725,0.513057053089142,0.715922296047211,1.88597285747528,-0.138132005929947,-0.251831293106079,-0.928803324699402,-0.164311707019806,0.143349573016167,1.38469266891479,0.188471838831902,-0.167017206549644,0.286412417888641,0.469605803489685,-0.313455790281296,-0.136878460645676,-0.367915123701096,-0.429660946130753,-0.290488570928574,-0.111063376069069,0.103043220937252,0.334779232740402,0.311861932277679,sub-0074_ses-01_run-04_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz
0.813906669616699,1.37918770313263,1.47077703475952,2.41005802154541,2.24181389808655,-0.206928968429565,-0.424119055271149,0.434354931116104,0.0569016337394714,1.24700379371643,2.71596312522888,1.19382083415985,1.04213297367096,1.49530553817749,1.70345306396484,0.788328111171722,0.71677953004837,0.919597804546356,1.00063335895538,0.855915784835815,1.2455974817276,1.07838654518127,1.52280604839325,1.09511125087738,sub-0074_ses-01_run-04_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz
0.725615620613098,1.1039787530899,0.890714347362518,1.30245399475098,1.16463088989258,0.427832901477814,0.835779011249542,0.382560044527054,0.398528724908829,0.52262407541275,1.54244542121887,1.2958790063858,0.842814564704895,2.06886553764343,1.31301593780518,0.688180267810822,0.666945099830627,0.912915289402008,0.964934825897217,0.516599833965302,0.661295175552368,0.667559146881104,0.915936052799225,1.02409076690674,sub-0074_ses-01_run-04_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz
