Thal_VPLM_R,Thal_VPLM_L,Thal_MD,dpIns_L,dpIns_R,aMCC_MPFC,singletrial_fname
-0.0764967873692513,-0.0058338469825685,-0.0767334625124931,0.16177062690258,0.472194820642471,0.333087980747223,sub-0005_ses-03_run-03_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz
0.165100514888763,0.174090936779976,0.527708113193512,0.138083085417747,0.389657378196716,0.482141405344009,sub-0005_ses-03_run-03_runtype-pain_event-stimulus_trial-001_cuetype-high_stimintensity-low.nii.gz
0.534658670425415,0.372303396463394,0.427849352359772,0.0738413035869598,0.452496975660324,-0.00820362754166126,sub-0005_ses-03_run-03_runtype-pain_event-stimulus_trial-002_cuetype-high_stimintensity-high.nii.gz
-0.194503158330917,-0.0864272788167,-0.171393692493439,-0.124076955020428,0.125116497278214,0.0770069658756256,sub-0005_ses-03_run-03_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz
0.543756663799286,0.305557727813721,0.688439130783081,0.346988588571548,0.815699994564056,0.681435465812683,sub-0005_ses-03_run-03_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-low.nii.gz
0.302279144525528,0.581740081310272,0.354002922773361,0.154962584376335,0.737188816070557,0.505982518196106,sub-0005_ses-03_run-03_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz
0.222076252102852,-0.0395352430641651,0.120427720248699,0.153540417551994,0.385933727025986,-0.108823299407959,sub-0005_ses-03_run-03_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz
0.299719035625458,0.489743143320084,0.480264753103256,0.11751389503479,0.339106738567352,0.515177130699158,sub-0005_ses-03_run-03_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-med.nii.gz
-0.0397930666804314,-0.0299366414546967,0.261148720979691,0.233944058418274,0.661074936389923,0.37739896774292,sub-0005_ses-03_run-03_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-high.nii.gz
0.46175754070282,0.651780366897583,0.430207163095474,-0.0663153007626534,0.452414184808731,0.15223354101181,sub-0005_ses-03_run-03_runtype-pain_event-stimulus_trial-009_cuetype-high_stimintensity-med.nii.gz
-0.0526578947901726,0.183660566806793,-0.0236893929541111,-0.209019467234612,-0.282685309648514,-0.0461253933608532,sub-0005_ses-03_run-03_runtype-pain_event-stimulus_trial-010_cuetype-low_stimintensity-low.nii.gz
0.0146111790090799,0.249985083937645,0.35879784822464,0.147041499614716,0.253895431756973,0.175536915659904,sub-0005_ses-03_run-03_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz
0.148055836558342,-0.140516877174377,0.61651200056076,-0.118069857358932,0.681236326694489,0.142037585377693,sub-0005_ses-03_run-04_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-med.nii.gz
-0.0311124101281166,-0.453823924064636,-0.34533703327179,-0.0197958499193192,-0.0501422770321369,0.027741139754653,sub-0005_ses-03_run-04_runtype-pain_event-stimulus_trial-001_cuetype-high_stimintensity-high.nii.gz
-0.282740890979767,-0.556419909000397,-1.04895234107971,-0.214397221803665,-0.389357775449753,-0.550145506858826,sub-0005_ses-03_run-04_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz
-0.0621676556766033,-0.0845005884766579,0.759747862815857,0.252789884805679,0.517734527587891,0.437112241983414,sub-0005_ses-03_run-04_runtype-pain_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz
0.198191687464714,-0.0293418243527412,-0.0669187977910042,0.0663110390305519,0.203542172908783,0.0558616667985916,sub-0005_ses-03_run-04_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz
0.0110572120174766,0.0296474024653435,-0.0712838396430016,-0.184713184833527,-0.176985293626785,-0.272537916898727,sub-0005_ses-03_run-04_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz
-0.0801821649074554,-0.339145421981812,0.0105397431179881,-0.174498990178108,0.0326311327517033,0.0574583671987057,sub-0005_ses-03_run-04_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz
0.040402390062809,0.02785381115973,0.0718900561332703,-0.0660146251320839,0.150873839855194,0.252267986536026,sub-0005_ses-03_run-04_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-med.nii.gz
-0.567748427391052,-1.28201615810394,-1.72156894207001,-0.539436340332031,-0.782139956951141,-1.14401519298553,sub-0005_ses-03_run-04_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz
