Thal_VPLM_R,Thal_VPLM_L,Thal_MD,dpIns_L,dpIns_R,aMCC_MPFC,singletrial_fname
-0.380127876996994,0.995076954364777,1.7696053981781,1.09584307670593,1.43400251865387,1.426424741745,sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz
-0.501292586326599,-0.374890208244324,-0.745412468910217,-0.307119607925415,-0.386704802513123,-0.194461688399315,sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz
-0.0164335537701845,0.562020421028137,1.68108677864075,1.19263136386871,1.30540072917938,1.19626832008362,sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-low.nii.gz
-1.20034742355347,0.723463118076324,0.10153740644455,0.0931495577096939,0.17185777425766,-0.821845591068268,sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz
0.19915583729744,0.609986841678619,0.623479723930359,0.424336820840836,0.170177161693573,0.651297092437744,sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz
0.677141547203064,0.515335321426392,1.4809262752533,0.8684002161026,0.729091823101044,0.928965449333191,sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz
0.088549479842186,0.531816780567169,0.531271636486053,0.538101196289062,0.782420337200165,1.06547927856445,sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-med.nii.gz
0.524199604988098,0.427401453256607,0.80620002746582,0.471484869718552,0.57635098695755,0.789313554763794,sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-low.nii.gz
0.218298137187958,0.916259050369263,1.07263469696045,0.508013844490051,1.19488751888275,0.842992186546326,sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz
0.124078847467899,1.11786329746246,0.652380049228668,0.644512295722961,0.733744740486145,1.09939825534821,sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-009_cuetype-high_stimintensity-high.nii.gz
0.551826894283295,1.29436707496643,1.00630962848663,0.737408220767975,1.23508894443512,1.08793878555298,sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-010_cuetype-low_stimintensity-med.nii.gz
0.476643264293671,4.97176790237427,1.70761513710022,0.517731785774231,0.145424798130989,1.78857958316803,sub-0002_ses-03_run-02_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-high.nii.gz
