onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
5.4	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h036.png
35.1	0.98	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h011.png
68.69	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h019.png
96.59	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l013.png
124.0	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h024.png
167.3	0.98	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h037.png
203.29	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l056.png
238.69	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l040.png
276.89	0.99	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l041.png
312.3	0.98	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l003.png
347.4	0.98	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h020.png
373.19	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l009.png
8.2		expectrating	1	high_cue	n/a			34.71	Strong	0.05	3.05	h036.png
37.5		expectrating	2	high_cue	n/a			47.11	Strong	0.4	1.52	h011.png
71.09		expectrating	3	high_cue	n/a			36.82	Strong	0.38	2.45	h019.png
98.1		expectrating	4	low_cue	n/a			23.35	Moderate	0.47	1.48	l013.png
126.8		expectrating	5	high_cue	n/a			39.78	Strong	1.33	2.4	h024.png
170.1		expectrating	6	high_cue	n/a			34.07	Strong	0.43	2.1	h037.png
205.19		expectrating	7	low_cue	n/a			27.8	Moderate	0.48	2.63	l056.png
241.89		expectrating	8	low_cue	n/a			10.24	Moderate	0.53	2.92	l040.png
280.09		expectrating	9	low_cue	n/a			31.12	Strong	0.65	2.97	l041.png
315.1		expectrating	10	low_cue	n/a			26.57	Moderate	0.57	1.78	l003.png
349.1		expectrating	11	high_cue	n/a			39.92	Strong	1.42	3.65	h020.png
375.69		expectrating	12	low_cue	n/a			23.94	Moderate	0.98	2.38	l009.png
18.99	7.01	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	bg096t2afunaff_L.mp4
48.28	7.0	stimulus	2	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg101t2aeaff_H.mp4
81.38	7.02	stimulus	3	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ib109t1afaff_M.mp4
105.68	7.01	stimulus	4	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ib109t1aiunaff_L.mp4
134.38	7.0	stimulus	5	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	tv095t1afaff_H.mp4
180.48	7.0	stimulus	6	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t1afaff_L.mp4
220.58	7.0	stimulus	7	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg101t2aeunaff_M.mp4
256.88	7.02	stimulus	8	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bg096t1aeaff_H.mp4
290.48	7.01	stimulus	9	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	dr052t2aaaff_M.mp4
325.38	7.01	stimulus	10	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	bn080t1afunaff_L.mp4
356.68	7.0	stimulus	11	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	tv095t2afaff_M.mp4
385.58	7.01	stimulus	12	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t2aeunaff_H.mp4
30.29		outcomerating	1	high_cue	low_stim			22.06	Moderate	0.35	2.65	task-vicarious_scale.png
58.81		outcomerating	2	high_cue	high_stim			41.1	Strong	0.28	2.73	task-vicarious_scale.png
91.9		outcomerating	3	high_cue	med_stim			11.49	Moderate	0.05	1.02	task-vicarious_scale.png
117.69		outcomerating	4	low_cue	low_stim			4.03	Weak	0.45	2.4	task-vicarious_scale.png
151.71		outcomerating	5	high_cue	high_stim			28.85	Moderate	0.05	3.47	task-vicarious_scale.png
192.91		outcomerating	6	high_cue	low_stim			22.14	Moderate	0.05	1.92	task-vicarious_scale.png
228.7		outcomerating	7	low_cue	med_stim			31.4	Strong	0.27	3.45	task-vicarious_scale.png
267.8		outcomerating	8	low_cue	high_stim			36.96	Strong	1.33	1.98	task-vicarious_scale.png
305.7		outcomerating	9	low_cue	med_stim			13.46	Moderate	0.52	2.05	task-vicarious_scale.png
335.61		outcomerating	10	low_cue	low_stim			14.2	Moderate	0.53	3.43	task-vicarious_scale.png
366.9		outcomerating	11	high_cue	med_stim			36.08	Strong	0.35	2.13	task-vicarious_scale.png
394.8		outcomerating	12	low_cue	high_stim			4.12	Weak	0.45	3.47	task-vicarious_scale.png
