onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
7.91	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h040.png
37.6	0.98	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l054.png
66.7	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h003.png
95.49	1.0	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l045.png
125.9	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h054.png
151.99	0.99	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l029.png
187.49	1.0	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l001.png
223.4	0.98	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l042.png
259.3	0.98	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h001.png
291.7	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l041.png
328.69	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h033.png
369.59	0.99	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h022.png
10.11	1.78	expectrating	1	high_cue	n/a	58.44	Strong	58.44	Strong	0.57	1.22	h040.png
40.0	3.05	expectrating	2	low_cue	n/a	11.04	Moderate	11.04	Moderate	0.33	2.72	l054.png
68.9	2.72	expectrating	3	high_cue	n/a	39.63	Strong	39.63	Strong	0.4	2.32	h003.png
99.01	2.35	expectrating	4	low_cue	n/a	4.2	Weak	4.2	Weak	0.53	1.82	l045.png
127.6	2.67	expectrating	5	high_cue	n/a	75.39	Very Strong	75.39	Very Strong	0.6	2.07	h054.png
155.5	2.73	expectrating	6	low_cue	n/a	8.26	Weak	8.26	Weak	0.33	2.39	l029.png
189.71	1.93	expectrating	7	low_cue	n/a	1.16	Barely detectable	1.16	Barely detectable	0.4	1.53	l001.png
225.6	3.17	expectrating	8	low_cue	n/a	2.3	Barely detectable	2.3	Barely detectable	1.08	2.08	l042.png
262.8	2.17	expectrating	9	high_cue	n/a	41.23	Strong	41.23	Strong	0.33	1.84	h001.png
294.1	2.54	expectrating	10	low_cue	n/a	4.05	Weak	4.05	Weak	0.37	2.17	l041.png
331.09	1.41	expectrating	11	high_cue	n/a	63.85	Strong	63.85	Strong	0.35	1.06	h033.png
371.61	1.68	expectrating	12	high_cue	n/a	90.0	Very Strong	90.0	Very Strong	0.05	1.63	h022.png
20.79	7.01	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	vw121t1aeaff_L.mp4
47.39	7.0	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aeunaff_M.mp4
81.89	7.02	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ib109t1aiunaff_L.mp4
107.59	7.01	stimulus	4	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aiunaff_M.mp4
134.19	7.0	stimulus	5	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ch092t2aiaff_H.mp4
169.69	7.02	stimulus	6	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg066t2aeunaff_L.mp4
203.89	7.01	stimulus	7	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aiaff_H.mp4
232.19	7.01	stimulus	8	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ch092t2aeaff_L.mp4
271.39	7.0	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	vw121t1aaaff_H.mp4
301.69	7.01	stimulus	10	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bg096t1aeaff_H.mp4
346.79	7.01	stimulus	11	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ch092t2aaaff_M.mp4
