onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
5.0	0.98	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l049.png
37.4	0.99	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h045.png
70.69	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l034.png
100.19	1.0	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h047.png
132.6	0.98	cue	5	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l022.png
165.29	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h040.png
199.39	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l007.png
236.39	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l001.png
266.5	0.98	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h042.png
304.5	0.99	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h024.png
335.89	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h046.png
371.19	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l043.png
7.6	2.17	expectrating	1	low_cue	n/a	18.0	Moderate	18.0	Moderate	0.63	1.54	l049.png
39.7	2.11	expectrating	2	high_cue	n/a	51.7	Strong	51.7	Strong	0.58	1.52	h045.png
72.99	1.89	expectrating	3	low_cue	n/a	1.64	Barely detectable	1.64	Barely detectable	0.47	1.43	l034.png
102.8	2.23	expectrating	4	high_cue	n/a	29.74	Strong	29.74	Strong	0.73	1.5	h047.png
135.2	1.52	expectrating	5	low_cue	n/a	12.48	Moderate	12.48	Moderate	0.38	1.14	l022.png
167.59	2.26	expectrating	6	high_cue	n/a	21.97	Moderate	21.97	Moderate	1.23	1.03	h040.png
201.79	2.2	expectrating	7	low_cue	n/a	7.84	Weak	7.84	Weak	0.63	1.57	l007.png
239.1	2.45	expectrating	8	low_cue	n/a	3.68	Weak	3.68	Weak	0.48	1.97	l001.png
269.7	2.74	expectrating	9	high_cue	n/a	34.71	Strong	34.71	Strong	1.6	1.14	h042.png
307.4	1.61	expectrating	10	high_cue	n/a	24.61	Moderate	24.61	Moderate	0.47	1.14	h024.png
338.29	2.38	expectrating	11	high_cue	n/a	19.17	Moderate	19.17	Moderate	0.68	1.7	h046.png
373.1	1.45	expectrating	12	low_cue	n/a	0.0		0.0		0.35	1.1	l043.png
18.79	7.01	stimulus	1	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ll042t1aiaff_H.mp4
51.99	7.0	stimulus	2	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aeunaff_M.mp4
79.88	7.01	stimulus	3	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	nm106t1aaunaff_L.mp4
110.18	7.01	stimulus	4	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ak064t1afunaff_L.mp4
147.48	7.01	stimulus	5	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	hs107t2aaaff_M.mp4
179.78	7.0	stimulus	6	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	gf097t2aaunaff_H.mp4
214.08	7.01	stimulus	7	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aaunaff_L.mp4
247.38	7.01	stimulus	8	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	dn124t1aiaff_H.mp4
280.18	7.01	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ak064t1aaaff_H.mp4
319.58	7.0	stimulus	10	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	nm106t2aaunaff_M.mp4
346.58	7.01	stimulus	11	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	hs107t2aeunaff_L.mp4
385.18	7.01	stimulus	12	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	dn124t1aeunaff_M.mp4
28.81	1.85	outcomerating	1	low_cue	high_stim	33.05	Strong	33.05	Strong	0.7	1.15	task-vicarious_scale.png
65.51	1.88	outcomerating	2	high_cue	med_stim	6.01	Weak	6.01	Weak	0.53	1.35	task-vicarious_scale.png
88.3	2.09	outcomerating	3	low_cue	low_stim	4.38	Weak	4.38	Weak	0.45	1.64	task-vicarious_scale.png
123.71	1.58	outcomerating	4	high_cue	low_stim	0.0		0.0		0.47	1.12	task-vicarious_scale.png
156.41	2.25	outcomerating	5	low_cue	med_stim	59.43	Strong	59.43	Strong	0.55	1.7	task-vicarious_scale.png
190.6	2.6	outcomerating	6	high_cue	high_stim	3.22	Weak	3.22	Weak	0.45	2.15	task-vicarious_scale.png
231.0	1.77	outcomerating	7	low_cue	low_stim	2.77	Barely detectable	2.77	Barely detectable	0.6	1.17	task-vicarious_scale.png
261.2	3.82	outcomerating	8	low_cue	high_stim	30.61	Strong	30.61	Strong	0.8	3.02	task-vicarious_scale.png
290.71	3.4	outcomerating	9	high_cue	high_stim	22.23	Moderate	22.23	Moderate	0.68	2.72	task-vicarious_scale.png
329.71	1.68	outcomerating	10	high_cue	med_stim	9.95	Weak	9.95	Weak	0.58	1.1	task-vicarious_scale.png
358.3	1.65	outcomerating	11	high_cue	low_stim	7.15	Weak	7.15	Weak	0.57	1.09	task-vicarious_scale.png
394.9	1.67	outcomerating	12	low_cue	med_stim	1.16	Barely detectable	1.16	Barely detectable	0.55	1.12	task-vicarious_scale.png
