onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
9.79	0.99	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h052.png	n/a	n/a	n/a
34.8	0.98	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h010.png	n/a	n/a	n/a
60.69	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l055.png	n/a	n/a	n/a
90.09	0.99	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h003.png	n/a	n/a	n/a
118.6	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h035.png	n/a	n/a	n/a
157.6	0.99	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l054.png	n/a	n/a	n/a
184.89	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l020.png	n/a	n/a	n/a
225.09	0.99	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l044.png	n/a	n/a	n/a
256.0	0.98	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h018.png	n/a	n/a	n/a
291.6	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l023.png	n/a	n/a	n/a
336.6	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h050.png	n/a	n/a	n/a
367.99	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l013.png	n/a	n/a	n/a
12.51	1.95	expectrating	1	high_cue	n/a	83.56	Very Strong	83.56	Very Strong	0.45	1.5	h052.png	n/a	n/a	n/a
36.3	1.91	expectrating	2	high_cue	n/a	85.76	Very Strong	85.76	Very Strong	0.35	1.56	h010.png	n/a	n/a	n/a
62.79	1.58	expectrating	3	low_cue	n/a	13.53	Moderate	13.53	Moderate	0.55	1.03	l055.png	n/a	n/a	n/a
94.01	1.92	expectrating	4	high_cue	n/a	42.64	Strong	42.64	Strong	0.77	1.15	h003.png	n/a	n/a	n/a
122.5	3.38	expectrating	5	high_cue	n/a	38.66	Strong	38.66	Strong	1.23	2.15	h035.png	n/a	n/a	n/a
161.5	1.7	expectrating	6	low_cue	n/a	1.18	Barely detectable	1.18	Barely detectable	0.67	1.03	l054.png	n/a	n/a	n/a
186.39	2.02	expectrating	7	low_cue	n/a	15.15	Moderate	15.15	Moderate	0.73	1.29	l020.png	n/a	n/a	n/a
227.2	1.87	expectrating	8	low_cue	n/a	15.09	Moderate	15.09	Moderate	0.05	1.82	l044.png	n/a	n/a	n/a
258.7	1.38	expectrating	9	high_cue	n/a	43.2	Strong	43.2	Strong	0.23	1.15	h018.png	n/a	n/a	n/a
293.8	3.45	expectrating	10	low_cue	n/a	31.08	Strong	31.08	Strong	0.42	3.03	l023.png	n/a	n/a	n/a
338.3	3.03	expectrating	11	high_cue	n/a	52.67	Strong	52.67	Strong	0.72	2.32	h050.png	n/a	n/a	n/a
369.79	3.48	expectrating	12	low_cue	n/a	16.47	Moderate	16.47	Moderate	1.55	1.93	l013.png	n/a	n/a	n/a
20.61	6.99	stimulus	1	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	39_100_R.jpg	diff	diff	True
44.4	6.99	stimulus	2	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	12_150_R.jpg	diff	diff	True
71.0	7.0	stimulus	3	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	43_150.jpg	same	same	True
104.19	7.0	stimulus	4	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	8_50_R.jpg	diff	diff	True
133.6	7.0	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	41_100_R.jpg	diff	diff	True
168.4	7.0	stimulus	6	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	4_50.jpg	same	same	True
200.29	7.0	stimulus	7	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	4_100.jpg	same	same	True
240.09	7.0	stimulus	8	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	43_100.jpg	same		False
271.59	7.0	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	31_150.jpg	same	same	True
304.9	7.0	stimulus	10	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	31_50_R.jpg	diff	same	False
350.4	7.0	stimulus	11	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	41_50_R.jpg	diff	diff	True
380.3	7.0	stimulus	12	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	4_150.jpg	same	same	True
29.4	2.83	outcomerating	1	high_cue	med_stim	40.45	Strong	40.45	Strong	1.5	1.33	task-cognitive_scale.png	n/a	n/a	n/a
52.79	2.0	outcomerating	2	high_cue	high_stim	29.83	Strong	29.83	Strong	0.85	1.15	task-cognitive_scale.png	n/a	n/a	n/a
80.8	3.18	outcomerating	3	low_cue	high_stim	15.82	Moderate	15.82	Moderate	1.22	1.97	task-cognitive_scale.png	n/a	n/a	n/a
112.6		outcomerating	4	high_cue	low_stim							task-cognitive_scale.png	n/a	n/a	n/a
