onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
14.2	0.99	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l005.png
40.61	0.98	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l026.png
72.21	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h052.png
109.0	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l037.png
145.12	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h013.png
171.41	0.98	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l053.png
199.81	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l047.png
236.8	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h003.png
264.21	0.98	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h029.png
298.41	0.99	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h037.png
336.01	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h007.png
367.0	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l002.png
16.02		expectrating	1	low_cue	n/a			9.95	Weak	0.12	2.98	l005.png
43.61	2.18	expectrating	2	low_cue	n/a	7.61	Weak	7.61	Weak	0.42	1.77	l026.png
75.21	1.78	expectrating	3	high_cue	n/a	28.27	Moderate	28.27	Moderate	0.22	1.57	h052.png
110.92	2.8	expectrating	4	low_cue	n/a	10.41	Moderate	10.41	Moderate	0.35	2.45	l037.png
146.82	1.97	expectrating	5	high_cue	n/a	30.06	Strong	30.06	Strong	0.2	1.77	h013.png
174.51	2.68	expectrating	6	low_cue	n/a	6.7	Weak	6.7	Weak	0.85	1.83	l053.png
202.81	1.92	expectrating	7	low_cue	n/a	12.35	Moderate	12.35	Moderate	0.35	1.57	l047.png
238.5	2.72	expectrating	8	high_cue	n/a	36.64	Strong	36.64	Strong	1.4	1.32	h003.png
267.21	1.42	expectrating	9	high_cue	n/a	52.81	Strong	52.81	Strong	0.22	1.2	h029.png
301.21	2.23	expectrating	10	high_cue	n/a	35.03	Strong	35.03	Strong	0.77	1.47	h037.png
338.91	3.09	expectrating	11	high_cue	n/a	21.02	Moderate	21.02	Moderate	0.1	2.99	h007.png
368.92	2.36	expectrating	12	low_cue	n/a	0.7	No sensation	0.7	No sensation	0.43	1.92	l002.png
22.6	7.01	stimulus	1	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	dr052t1aeunaff_L.mp4
50.2	7.0	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	bg096t2aaaff_M.mp4
86.1	7.02	stimulus	3	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	aa048t2afunaff_M.mp4
120.3	7.01	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	aa048t2aeaff_H.mp4
155.3	7.0	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	dr052t2aaaff_M.mp4
182.7	7.0	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	dr052t1aiaff_H.mp4
218.2	7.02	stimulus	7	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aaunaff_L.mp4
245.3	7.01	stimulus	8	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	nm106t1afaff_H.mp4
279.5	7.01	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bg096t1aeaff_H.mp4
321.9	7.01	stimulus	10	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ll042t1aaunaff_L.mp4
345.7	7.01	stimulus	11	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	aa048t2aaunaff_L.mp4
382.5	7.01	stimulus	12	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ll042t1afunaff_M.mp4
35.31	2.38	outcomerating	1	low_cue	low_stim	8.75	Weak	8.75	Weak	0.43	1.95	task-vicarious_scale.png
63.72	1.84	outcomerating	2	low_cue	med_stim	43.86	Strong	43.86	Strong	0.35	1.49	task-vicarious_scale.png
95.92		outcomerating	3	high_cue	med_stim			7.15	Weak	0.35	3.58	task-vicarious_scale.png
130.51	3.73	outcomerating	4	low_cue	high_stim	16.83	Moderate	16.83	Moderate	0.33	3.4	task-vicarious_scale.png
166.53	1.62	outcomerating	5	high_cue	med_stim	0.92	No sensation	0.92	No sensation	0.33	1.28	task-vicarious_scale.png
194.52	3.01	outcomerating	6	low_cue	high_stim	35.18	Strong	35.18	Strong	0.42	2.59	task-vicarious_scale.png
231.12	3.03	outcomerating	7	low_cue	low_stim	6.21	Weak	6.21	Weak	0.37	2.66	task-vicarious_scale.png
255.51	2.77	outcomerating	8	high_cue	high_stim	50.05	Strong	50.05	Strong	0.43	2.33	task-vicarious_scale.png
290.52	3.49	outcomerating	9	high_cue	high_stim	87.24	Very Strong	87.24	Very Strong	0.38	3.1	task-vicarious_scale.png
331.12	2.52	outcomerating	10	high_cue	low_stim	8.3	Weak	8.3	Weak	0.08	2.44	task-vicarious_scale.png
359.41	1.93	outcomerating	11	high_cue	low_stim	7.15	Weak	7.15	Weak	0.35	1.58	task-vicarious_scale.png
394.51	2.72	outcomerating	12	low_cue	med_stim	1.84	Barely detectable	1.84	Barely detectable	0.45	2.27	task-vicarious_scale.png
