mean_ExpL_Subj_N1,mean_ExpL_Subj_N2,mean_ExpL_Subj_N3,mean_ExpH_Subj_N1,mean_ExpH_Subj_N2,mean_ExpH_Subj_N3
48.5127047150458,48.5221250281905,48.5241461387805,49.4459799973187,49.4772160979072,49.4262998536635
48.753494612008,48.7859711386821,48.7135572963403,49.1380167425424,49.068792288033,49.0725365195128
48.4336940164332,48.4825103332018,48.4557455531988,49.5208883942467,49.4870703498998,49.55460392345
48.7606652918531,48.6896861728642,48.7006854113747,49.2213095294501,49.2425582451389,49.1918418042988
48.9142379568894,48.9148898002119,48.8469674686025,48.9803612532778,48.9053260277609,48.9289282710875
48.3288908628744,48.3527357943365,48.3523552168389,49.794150733737,49.7660021516685,49.7620110026387
48.6395529292014,48.6680112678396,48.6524678084888,49.4891944939511,49.5627153729285,49.551134020974
48.2166378998135,48.2241480273558,48.2379592909628,49.774796938112,49.850338327089,49.841290166407
48.5810976578056,48.5952502281328,48.5292147151173,49.4723152281474,49.3890320448141,49.4391387130676
48.4821669634141,48.4449467785593,48.4767041946051,49.6340550643218,49.653755827165,49.6156443059889
48.7970708023231,48.6892397318917,48.7101862789405,49.3159519438309,49.3813344327614,49.3676038427113
48.3426327216706,48.2973172209001,48.3577051202245,49.6218350371909,49.5998604449747,49.5869354568102
48.5069199739023,48.5051720664152,48.4750564374922,49.4277141058671,49.4154352073937,49.3417097143939
48.6837561211022,48.7115299095674,48.6596223971332,49.3955471028245,49.2012339729911,49.4025563231231
48.4770435433739,48.4579879522552,48.4918190269499,49.59703366118,49.5217637949415,49.5341495591075
48.8055639041637,48.7786551016698,48.7964996220663,49.4242318771947,49.3776068325662,49.3627114849979
48.5567328196437,48.7853587397527,48.6392317237709,49.4319681009229,49.5774833746339,49.4804963208005
48.4555993948371,48.5977045072973,48.5254035960218,49.6508901815971,49.5980775697879,49.6118258280104
48,48,48,50,50,50
48.5291854080275,48.6388814362746,48.5945145903689,49.3805443633416,49.4093572325982,49.4003848656047
48.7861307263966,48.7633546986439,48.7696643560244,49.1370010638774,49.3292742338725,49.3333843613596
48.7493857467265,48.7506914896388,48.7718230233923,49.1142300699,49.1557338166022,49.035253315374
48.3460054274089,48.3399843783461,48.3677918610801,49.5320764087067,49.4698894534022,49.5187171573406
48.3861945089473,48.4050744376581,48.3386868478357,49.5109499013402,49.5483164402215,49.4999968630503
48.6518185556534,48.6849408520763,48.5581070815785,49.4035447037812,49.3796885701667,49.4630315084906
48.9564812390843,49.0307811355011,48.9571726570488,49.1385565734973,49.1165954085876,49.1040625486235
48.7260418462625,48.6718187746242,48.7744576839528,49.1700457723372,49.1847639057125,49.1220349329355
48.6835504929022,48.5585879478713,48.6070851476333,49.1607974420156,49.157526423824,49.3205247137986
48.4862443121651,48.4688057230454,48.4225147684284,49.5462550728207,49.4927550020337,49.5634349003158
48.3179222936562,48.2984151484039,48.2672362806611,49.8045400901901,49.7995358269949,49.8245311149363
48.7639370152156,48.7265750520287,48.685730052464,49.460330601569,49.4573156489967,49.3928695853073
48.9048682794962,48.8712424282127,48.9172915823363,49.1607589373058,49.0613973811603,49.2507294115204
48.4886138345125,48.4747682510064,48.4134768892111,49.6133845498876,49.6030949897914,49.6267544563681
48.8500268150656,48.7585116278434,48.8200037335686,49.1536261699722,49.1571475863041,49.1253912507853
48.8771189718194,48.8618008286023,48.8672780325194,49.0079877901464,49.0053279217908,49.0092717263507
48.7486311900156,48.6811360408413,48.8485789623215,49.0275506124122,49.1685528678451,49.029173437761
49.2819738113314,49.2325125589372,49.1574549294169,48.9085141403167,48.9998820399768,48.9335437714772
48.6730637067528,48.6842794870659,48.7348801451528,49.3473149526855,49.3596726376822,49.3397177391548
48.7687303978671,48.76978534894,48.9051930630232,49.1676390167433,49.1058630839188,49.0575493137339
48.8028686179067,48.8144923785361,48.9113931948827,49.339179163849,49.3706488232903,49.4057649735538
49.1754471492947,49.2232302395475,49.2064809551533,48.7739845275104,48.7675014327452,48.6882906288685
48.4589286730385,48.3930960696424,48.5111606457541,49.5700662185387,49.5588407923072,49.5230695819748
48.4661281635386,48.4429861997184,48.4025592009273,49.4729555044937,49.6234370742008,49.498950239794
48.8124765660829,48.8515327119094,48.8287158750224,49.0954259931391,49.1634611000178,49.1244833546094
48.0790832722116,48.0665298791897,48.0607082024464,49.9389764093105,49.9437685618661,49.9372116103463
48.9543933800194,48.8419764006498,48.889467839569,49.3379603613405,49.4106173544799,49.3523548826377
48.5258477179134,48.604366492848,48.5956234427266,49.2778722294474,49.1629867011663,49.2751178643026
48.8930449615005,48.9481351370735,48.8965442566149,49.0590266452994,48.9930020061223,48.9726425469666
48.1774979572418,48.1721299923613,48.2134839415498,49.8663384859442,49.8401118928484,49.8481666432005
48.7488991234755,48.9273101218441,48.9303386628433,49.3376065510791,49.381246668327,49.3738691338945
48.7558532274474,48.706156558504,48.701200012752,49.0717647678103,49.1074990935843,49.0931837713939
48.7928137937481,48.6724751058216,48.651227192913,49.39009352929,49.3841158199143,49.4080452663376
48.2489516371365,48.2764730271993,48.2642709770281,49.6818925842821,49.6615852763418,49.6409433162494
48.1885927760299,48.1662193763543,48.1430659726071,49.6805565478047,49.5945911511854,49.7423666976503
48.6998813371853,48.7031486701375,48.7033099053054,49.1650263793634,49.1131911012977,49.0964518126132
48.1902970314281,48.1801064372153,48.1738748839346,49.8366009256208,49.8359335590396,49.833357328345
48.5379714896394,48.485535002942,48.5210508216432,49.358153803812,49.4082794760602,49.4411717908009
48.3226315846098,48.2927842042381,48.2947743894933,49.8133762177159,49.7983909884652,49.8155854384899
48,48,48,50,50,50
48.526372442923,48.515189152051,48.4490115583924,49.4960901103712,49.5275479921298,49.4705668868657
48.7567624218135,48.6010114729274,48.701634039205,49.413532147452,49.4675323748713,49.389331255045
48.369128957142,48.3487138171878,48.3165531424919,49.4987817844766,49.5072610252574,49.5194653599254
48.6781722492904,48.6600735357392,48.6485157409363,49.2175498140797,49.1545171418857,49.2460397147009
48.235864712879,48.2351440877835,48.2106584187397,49.7609551244755,49.7664323081394,49.7336802481619
48.7897493628852,48.7654126854385,48.6970508534243,49.0737494575582,49.1157534439036,49.0486031281021
48.258492543587,48.2298320852945,48.2180250859716,49.7062696179654,49.7100383937329,49.6750102737424
48.4574564228116,48.2977693166258,48.4116649634224,49.479228137555,49.3736828649219,49.4344727508067
48.5790743257833,48.5222728968765,48.5597621224182,49.3698584464067,49.3622434057401,49.3198960226631
48.7962846496722,48.9196106936414,49.0510273503068,49.2207584597958,49.0955700530138,49.1409934395505
48.6018267938685,48.5488171186081,48.5398094324255,49.2988016305148,49.2080678543328,49.2257770841943
48.5526405156122,48.5640502125669,48.5826448000724,49.5988867510283,49.5700208308369,49.5493545159576
48.4946125593333,48.5277389898983,48.6782475301438,49.5183585716199,49.537186146604,49.5015820008783
48.9315412359071,48.8355251849211,49.0034330374219,49.100013150345,49.1164852570134,49.0629882763059
48.6109064271316,48.6444319129484,48.6334599856903,49.5464575570771,49.4856865606057,49.4583503207123
48.4289095373258,48.4819265138956,48.4967620114572,49.4941320678047,49.4856070896127,49.4095438621061
48.6426181533599,48.5516854534026,48.6047841531288,49.5365387299535,49.4991947805056,49.4489220181078
48.2027241363775,48.208137815357,48.2452439916623,49.7553687603612,49.762627568362,49.7230707574583
48.2631982790991,48.2672802611519,48.2578787496316,49.7368231316274,49.7276184649325,49.6981490679228
48.6676408323786,48.7683632668182,48.845713056312,49.4161082683714,49.2249998005616,49.3462620253159
48.8238782336166,48.8152765715182,48.8442525662346,48.8942769129441,48.8755309088008,48.8274974614292
48.7552582478876,48.68505398301,48.7182002176353,49.320323456767,49.2448270164776,49.2969569680741
48.7125487868147,48.6168840137137,48.5864556949496,49.3922170702362,49.4831136064286,49.4741322321642
48.4803669879077,48.604228999454,48.5753417779176,49.4654375379941,49.405728323004,49.4085476464604
48.6809850586823,48.6752360114579,48.7251812422978,49.5346741912774,49.4945763009513,49.5061561642022
48.7470955009349,48.6483072373571,48.7236508475364,49.3900539308221,49.3648045145311,49.2719498434851
48.905199714436,48.9583188005412,48.8806685272179,49.2779817941994,49.2998458214765,49.2550644571902
49.0866801897505,49.0196634696033,48.9251634763682,48.7905229983247,48.7675834003702,48.8564406220212
48.8112514439692,48.7765919061644,48.6788513271844,49.1922721352202,49.2049610318739,49.1901675351411
48.5762098310481,48.5854455022542,48.5237948419106,49.180837011304,49.1464134503817,49.254901979376
48.5456867775815,48.6174872822615,48.5140763345346,49.6108113968409,49.6730588182642,49.652590556601
48.2502302685915,48.2149342422925,48.2110285317289,49.8238838003278,49.8168146761891,49.813781990226
48.6079020351248,48.5747914238677,48.5906936644647,49.4818994849616,49.4857006301719,49.4255614833315
48.3924898612579,48.3792518287825,48.3963182986004,49.6783456870559,49.6830625143447,49.6251519191336
49.3681576475676,49.3377786795743,49.357679341885,48.8215300553178,48.6911106172686,48.7017348659959
48.6740087757589,48.65736866038,48.5602382658792,49.1202398992114,49.2050885460136,49.088758199742
48.3373523252162,48.3113554417932,48.2810231867022,49.6871637796998,49.6947469988514,49.6594533752366
48.5704015330765,48.5363661556329,48.5358783529052,49.5984610861744,49.5481280010396,49.5942904830962
