onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
5.71	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h009.png
29.0	0.99	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l054.png
59.8	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l017.png
94.89	1.0	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h056.png
120.0	0.99	cue	5	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l014.png
162.4	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h049.png
215.4	0.98	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l021.png
251.7	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h054.png
280.0	0.99	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h043.png
308.41	0.98	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l044.png
341.1	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h015.png
374.3	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l031.png
8.31	1.87	expectrating	1	high_cue	n/a	66.11	Very Strong	66.11	Very Strong	0.27	1.6	h009.png
32.0	3.8	expectrating	2	low_cue	n/a	54.91	Strong	54.91	Strong	0.5	3.3	l054.png
62.2	1.52	expectrating	3	low_cue	n/a	48.72	Strong	48.72	Strong	0.05	1.47	l017.png
97.31	2.33	expectrating	4	high_cue	n/a	57.65	Strong	57.65	Strong	0.5	1.83	h056.png
123.0	2.1	expectrating	5	low_cue	n/a	38.48	Strong	38.48	Strong	0.62	1.48	l014.png
