onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
11.29	0.99	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h042.png
44.29	1.0	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l003.png
80.7	0.98	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h018.png
105.59	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l014.png
133.79	0.99	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h003.png
169.5	0.98	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h049.png
204.4	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l013.png
234.29	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h028.png
266.69	1.0	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l010.png
294.8	0.98	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h038.png
327.09	0.99	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l016.png
366.49	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l034.png
14.21		expectrating	1	high_cue	n/a			84.95	Very Strong	0.45	2.47	h042.png
47.21		expectrating	2	low_cue	n/a			27.81	Moderate	0.48	3.82	l003.png
83.7		expectrating	3	high_cue	n/a			50.19	Strong	0.78	2.37	h018.png
107.39		expectrating	4	low_cue	n/a			8.07	Weak	0.82	3.6	l014.png
135.6		expectrating	5	high_cue	n/a			38.95	Strong	0.4	3.18	h003.png
172.4		expectrating	6	high_cue	n/a			43.37	Strong	1.37	3.12	h049.png
207.3		expectrating	7	low_cue	n/a			23.38	Moderate	0.73	1.92	l013.png
236.19		expectrating	8	high_cue	n/a			45.65	Strong	0.92	3.82	h028.png
268.5		expectrating	9	low_cue	n/a			21.12	Moderate	0.92	3.67	l010.png
297.3		expectrating	10	high_cue	n/a			29.86	Strong	0.72	2.62	h038.png
329.99		expectrating	11	low_cue	n/a			10.14	Moderate	0.47	3.08	l016.png
369.39		expectrating	12	low_cue	n/a			13.76	Moderate	0.52	2.7	l034.png
21.29	7.01	stimulus	1	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bn080t1afaff_H.mp4
61.39	7.01	stimulus	2	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	vw121t1aaaff_H.mp4
91.99	7.01	stimulus	3	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg101t2aeaff_H.mp4
114.48	7.01	stimulus	4	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg101t2aeunaff_M.mp4
147.89	7.01	stimulus	5	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	bg096t2afunaff_L.mp4
186.89	7.01	stimulus	6	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ib109t1afaff_M.mp4
218.39	7.0	stimulus	7	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ch092t2aiaff_H.mp4
244.89	7.01	stimulus	8	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg101t2afunaff_L.mp4
280.79	7.01	stimulus	9	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ib109t1aiunaff_L.mp4
307.89	7.0	stimulus	10	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jk103t2aaunaff_M.mp4
342.89	7.02	stimulus	11	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	bm049t2aeaff_M.mp4
376.19	7.01	stimulus	12	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	bn080t1afunaff_L.mp4
32.7		outcomerating	1	high_cue	high_stim			56.95	Strong	0.48	3.12	task-vicarious_scale.png
70.7		outcomerating	2	low_cue	high_stim			86.08	Very Strong	0.35	2.93	task-vicarious_scale.png
100.61		outcomerating	3	high_cue	high_stim			28.32	Moderate	0.77	1.8	task-vicarious_scale.png
126.1		outcomerating	4	low_cue	med_stim			17.49	Moderate	0.43	1.53	task-vicarious_scale.png
159.5		outcomerating	5	high_cue	low_stim			18.51	Moderate	0.5	2.42	task-vicarious_scale.png
196.71		outcomerating	6	high_cue	med_stim			17.71	Moderate	0.07	3.77	task-vicarious_scale.png
228.41		outcomerating	7	low_cue	high_stim			65.08	Very Strong	0.45	1.93	task-vicarious_scale.png
255.7		outcomerating	8	high_cue	low_stim			5.57	Weak	0.38	1.52	task-vicarious_scale.png
289.01		outcomerating	9	low_cue	low_stim			10.14	Moderate	0.6	2.35	task-vicarious_scale.png
317.21		outcomerating	10	high_cue	med_stim			22.44	Moderate	0.42	3.02	task-vicarious_scale.png
361.51		outcomerating	11	low_cue	med_stim			28.32	Moderate	0.5	2.27	task-vicarious_scale.png
394.8		outcomerating	12	low_cue	low_stim			23.6	Moderate	0.43	2.08	task-vicarious_scale.png
