,onset,duration,trial_type,sub,ses,run,runtype,eventtype,trialnum,cuetype,stimtype,expectrating,outcomerating,singletrial_fname
0,7.88959002494812,1.0,cue,sub-0084,ses-04,run-03,vicarious,cue,0,high_cue,low_stim,26.0295921915135,,sub-0084_ses-04_run-03_runtype-vicarious_event-cue_trial-000_cuetype-high.nii.gz
1,37.600669860839844,1.0,cue,sub-0084,ses-04,run-03,vicarious,cue,1,low_cue,med_stim,4.15128526642169,,sub-0084_ses-04_run-03_runtype-vicarious_event-cue_trial-001_cuetype-low.nii.gz
2,66.69485998153687,1.0,cue,sub-0084,ses-04,run-03,vicarious,cue,2,high_cue,low_stim,7.411492859178869,,sub-0084_ses-04_run-03_runtype-vicarious_event-cue_trial-002_cuetype-high.nii.gz
3,95.48892998695374,1.0,cue,sub-0084,ses-04,run-03,vicarious,cue,3,low_cue,med_stim,2.54994901296018,,sub-0084_ses-04_run-03_runtype-vicarious_event-cue_trial-003_cuetype-low.nii.gz
4,125.90026998519896,1.0,cue,sub-0084,ses-04,run-03,vicarious,cue,4,high_cue,high_stim,,,sub-0084_ses-04_run-03_runtype-vicarious_event-cue_trial-004_cuetype-high.nii.gz
5,151.99333000183103,1.0,cue,sub-0084,ses-04,run-03,vicarious,cue,5,low_cue,low_stim,15.376251248826199,,sub-0084_ses-04_run-03_runtype-vicarious_event-cue_trial-005_cuetype-low.nii.gz
6,187.48989987373352,1.0,cue,sub-0084,ses-04,run-03,vicarious,cue,6,low_cue,high_stim,4.13467137373642,,sub-0084_ses-04_run-03_runtype-vicarious_event-cue_trial-006_cuetype-low.nii.gz
7,223.4033000469208,1.0,cue,sub-0084,ses-04,run-03,vicarious,cue,7,low_cue,low_stim,5.194428907734809,,sub-0084_ses-04_run-03_runtype-vicarious_event-cue_trial-007_cuetype-low.nii.gz
8,259.3000199794769,1.0,cue,sub-0084,ses-04,run-03,vicarious,cue,8,high_cue,high_stim,8.32565033042684,,sub-0084_ses-04_run-03_runtype-vicarious_event-cue_trial-008_cuetype-high.nii.gz
9,291.6954300403595,1.0,cue,sub-0084,ses-04,run-03,vicarious,cue,9,low_cue,high_stim,2.08677727557076,,sub-0084_ses-04_run-03_runtype-vicarious_event-cue_trial-009_cuetype-low.nii.gz
10,328.69255995750433,1.0,cue,sub-0084,ses-04,run-03,vicarious,cue,10,high_cue,med_stim,58.603087751409596,,sub-0084_ses-04_run-03_runtype-vicarious_event-cue_trial-010_cuetype-high.nii.gz
11,369.59114003181463,1.0,cue,sub-0084,ses-04,run-03,vicarious,cue,11,high_cue,med_stim,71.8781397520986,,sub-0084_ses-04_run-03_runtype-vicarious_event-cue_trial-011_cuetype-high.nii.gz
12,10.10708999633789,1.05100703239441,expectrating,sub-0084,ses-04,run-03,vicarious,expectrating,0,high_cue,low_stim,26.0295921915135,,sub-0084_ses-04_run-03_runtype-vicarious_event-expectrating_trial-000_cuetype-high.nii.gz
13,40.00156998634338,3.6209912300109903,expectrating,sub-0084,ses-04,run-03,vicarious,expectrating,1,low_cue,med_stim,4.15128526642169,,sub-0084_ses-04_run-03_runtype-vicarious_event-expectrating_trial-001_cuetype-low.nii.gz
14,68.89567995071411,1.7344560623168899,expectrating,sub-0084,ses-04,run-03,vicarious,expectrating,2,high_cue,low_stim,7.411492859178869,,sub-0084_ses-04_run-03_runtype-vicarious_event-expectrating_trial-002_cuetype-high.nii.gz
15,99.00690984725952,1.651043176651,expectrating,sub-0084,ses-04,run-03,vicarious,expectrating,3,low_cue,med_stim,2.54994901296018,,sub-0084_ses-04_run-03_runtype-vicarious_event-expectrating_trial-003_cuetype-low.nii.gz
16,127.60089993476869,4.0,expectrating,sub-0084,ses-04,run-03,vicarious,expectrating,4,high_cue,high_stim,,,sub-0084_ses-04_run-03_runtype-vicarious_event-expectrating_trial-004_cuetype-high.nii.gz
17,155.4946398735046,1.86798572540283,expectrating,sub-0084,ses-04,run-03,vicarious,expectrating,5,low_cue,low_stim,15.376251248826199,,sub-0084_ses-04_run-03_runtype-vicarious_event-expectrating_trial-005_cuetype-low.nii.gz
18,189.70739984512332,1.5346779823303203,expectrating,sub-0084,ses-04,run-03,vicarious,expectrating,6,low_cue,high_stim,4.13467137373642,,sub-0084_ses-04_run-03_runtype-vicarious_event-expectrating_trial-006_cuetype-low.nii.gz
19,225.604120016098,2.2517030239105202,expectrating,sub-0084,ses-04,run-03,vicarious,expectrating,7,low_cue,low_stim,5.194428907734809,,sub-0084_ses-04_run-03_runtype-vicarious_event-expectrating_trial-007_cuetype-low.nii.gz
20,262.8013198375702,1.10459852218628,expectrating,sub-0084,ses-04,run-03,vicarious,expectrating,8,high_cue,high_stim,8.32565033042684,,sub-0084_ses-04_run-03_runtype-vicarious_event-expectrating_trial-008_cuetype-high.nii.gz
21,294.0963299274445,1.2097768783569298,expectrating,sub-0084,ses-04,run-03,vicarious,expectrating,9,low_cue,high_stim,2.08677727557076,,sub-0084_ses-04_run-03_runtype-vicarious_event-expectrating_trial-009_cuetype-low.nii.gz
22,331.09345984458923,3.48514461517334,expectrating,sub-0084,ses-04,run-03,vicarious,expectrating,10,high_cue,med_stim,58.603087751409596,,sub-0084_ses-04_run-03_runtype-vicarious_event-expectrating_trial-010_cuetype-high.nii.gz
23,371.6085698604584,1.18419933319092,expectrating,sub-0084,ses-04,run-03,vicarious,expectrating,11,high_cue,med_stim,71.8781397520986,,sub-0084_ses-04_run-03_runtype-vicarious_event-expectrating_trial-011_cuetype-high.nii.gz
24,20.787389993667606,5.0,stimulus,sub-0084,ses-04,run-03,vicarious,stimulus,0,high_cue,low_stim,26.0295921915135,11.49269351131,sub-0084_ses-04_run-03_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz
25,47.38805985450745,5.0,stimulus,sub-0084,ses-04,run-03,vicarious,stimulus,1,low_cue,med_stim,4.15128526642169,13.701510492346499,sub-0084_ses-04_run-03_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz
26,81.88849997520447,5.0,stimulus,sub-0084,ses-04,run-03,vicarious,stimulus,2,high_cue,low_stim,7.411492859178869,10.902944831751899,sub-0084_ses-04_run-03_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz
27,107.58762001991272,5.0,stimulus,sub-0084,ses-04,run-03,vicarious,stimulus,3,low_cue,med_stim,2.54994901296018,2.08677727557076,sub-0084_ses-04_run-03_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz
28,134.19287991523746,5.0,stimulus,sub-0084,ses-04,run-03,vicarious,stimulus,4,high_cue,high_stim,,20.0843714915964,sub-0084_ses-04_run-03_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz
29,169.68667006492615,5.0,stimulus,sub-0084,ses-04,run-03,vicarious,stimulus,5,low_cue,low_stim,15.376251248826199,19.1694698571768,sub-0084_ses-04_run-03_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz
30,203.8867700099945,5.0,stimulus,sub-0084,ses-04,run-03,vicarious,stimulus,6,low_cue,high_stim,4.13467137373642,17.7097245238628,sub-0084_ses-04_run-03_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz
31,232.186539888382,5.0,stimulus,sub-0084,ses-04,run-03,vicarious,stimulus,7,low_cue,low_stim,5.194428907734809,2.98863245522946,sub-0084_ses-04_run-03_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-low.nii.gz
32,271.38674998283386,5.0,stimulus,sub-0084,ses-04,run-03,vicarious,stimulus,8,high_cue,high_stim,8.32565033042684,28.113208876056,sub-0084_ses-04_run-03_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz
33,301.68645000457764,5.0,stimulus,sub-0084,ses-04,run-03,vicarious,stimulus,9,low_cue,high_stim,2.08677727557076,38.9204110421615,sub-0084_ses-04_run-03_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-high.nii.gz
34,346.78632998466486,5.0,stimulus,sub-0084,ses-04,run-03,vicarious,stimulus,10,high_cue,med_stim,58.603087751409596,18.733361642916897,sub-0084_ses-04_run-03_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz
35,384.58626985549927,5.0,stimulus,sub-0084,ses-04,run-03,vicarious,stimulus,11,high_cue,med_stim,71.8781397520986,86.09430086292791,sub-0084_ses-04_run-03_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz
36,33.01563000679016,2.37349009513855,outcomerating,sub-0084,ses-04,run-03,vicarious,outcomerating,0,high_cue,low_stim,26.0295921915135,11.49269351131,sub-0084_ses-04_run-03_runtype-vicarious_event-outcomerating_trial-000_cuetype-high_stimintensity-low.nii.gz
37,57.5081000328064,1.61778545379639,outcomerating,sub-0084,ses-04,run-03,vicarious,outcomerating,1,low_cue,med_stim,4.15128526642169,13.701510492346499,sub-0084_ses-04_run-03_runtype-vicarious_event-outcomerating_trial-001_cuetype-low_stimintensity-med.nii.gz
38,90.40369987487793,3.10217547416687,outcomerating,sub-0084,ses-04,run-03,vicarious,outcomerating,2,high_cue,low_stim,7.411492859178869,10.902944831751899,sub-0084_ses-04_run-03_runtype-vicarious_event-outcomerating_trial-002_cuetype-high_stimintensity-low.nii.gz
39,120.81503987312315,1.19085884094238,outcomerating,sub-0084,ses-04,run-03,vicarious,outcomerating,3,low_cue,med_stim,2.54994901296018,2.08677727557076,sub-0084_ses-04_run-03_runtype-vicarious_event-outcomerating_trial-003_cuetype-low_stimintensity-med.nii.gz
40,147.40828990936282,1.1177804470062298,outcomerating,sub-0084,ses-04,run-03,vicarious,outcomerating,4,high_cue,high_stim,,20.0843714915964,sub-0084_ses-04_run-03_runtype-vicarious_event-outcomerating_trial-004_cuetype-high_stimintensity-high.nii.gz
41,181.9044899940491,3.4019832611083998,outcomerating,sub-0084,ses-04,run-03,vicarious,outcomerating,5,low_cue,low_stim,15.376251248826199,19.1694698571768,sub-0084_ses-04_run-03_runtype-vicarious_event-outcomerating_trial-005_cuetype-low_stimintensity-low.nii.gz
42,217.20097994804385,1.87138390541077,outcomerating,sub-0084,ses-04,run-03,vicarious,outcomerating,6,low_cue,high_stim,4.13467137373642,17.7097245238628,sub-0084_ses-04_run-03_runtype-vicarious_event-outcomerating_trial-006_cuetype-low_stimintensity-high.nii.gz
43,245.51153993606567,2.63496494293213,outcomerating,sub-0084,ses-04,run-03,vicarious,outcomerating,7,low_cue,low_stim,5.194428907734809,2.98863245522946,sub-0084_ses-04_run-03_runtype-vicarious_event-outcomerating_trial-007_cuetype-low_stimintensity-low.nii.gz
44,281.50830006599426,2.46829271316528,outcomerating,sub-0084,ses-04,run-03,vicarious,outcomerating,8,high_cue,high_stim,8.32565033042684,28.113208876056,sub-0084_ses-04_run-03_runtype-vicarious_event-outcomerating_trial-008_cuetype-high_stimintensity-high.nii.gz
