onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
10.08	0.99	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h049.png	n/a	n/a	n/a
36.29	0.98	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h007.png	n/a	n/a	n/a
68.38	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l037.png	n/a	n/a	n/a
103.08	0.99	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h030.png	n/a	n/a	n/a
139.58	1.0	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h044.png	n/a	n/a	n/a
175.69	0.98	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l036.png	n/a	n/a	n/a
203.08	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h027.png	n/a	n/a	n/a
235.78	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h047.png	n/a	n/a	n/a
262.79	0.98	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l018.png	n/a	n/a	n/a
294.58	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l043.png	n/a	n/a	n/a
332.98	0.99	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l001.png	n/a	n/a	n/a
372.28	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l047.png	n/a	n/a	n/a
12.4	1.78	expectrating	1	high_cue	n/a	12.03	Moderate	12.03	Moderate	0.3	1.48	h049.png	n/a	n/a	n/a
39.19	1.17	expectrating	2	high_cue	n/a	8.82	Weak	8.82	Weak	0.28	0.89	h007.png	n/a	n/a	n/a
71.28	1.43	expectrating	3	low_cue	n/a	11.31	Moderate	11.31	Moderate	0.68	0.74	l037.png	n/a	n/a	n/a
105.98	2.1	expectrating	4	high_cue	n/a	10.99	Moderate	10.99	Moderate	0.35	1.75	h030.png	n/a	n/a	n/a
141.69	2.2	expectrating	5	high_cue	n/a	17.03	Moderate	17.03	Moderate	0.77	1.43	h044.png	n/a	n/a	n/a
178.49	2.39	expectrating	6	low_cue	n/a	6.13	Weak	6.13	Weak	0.47	1.92	l036.png	n/a	n/a	n/a
205.38	2.46	expectrating	7	high_cue	n/a	18.14	Moderate	18.14	Moderate	0.48	1.98	h027.png	n/a	n/a	n/a
237.78	3.1	expectrating	8	high_cue	n/a	13.12	Moderate	13.12	Moderate	2.0	1.1	h047.png	n/a	n/a	n/a
264.99	1.95	expectrating	9	low_cue	n/a	2.56	Barely detectable	2.56	Barely detectable	0.38	1.57	l018.png	n/a	n/a	n/a
297.49	2.13	expectrating	10	low_cue	n/a	8.13	Weak	8.13	Weak	0.93	1.19	l043.png	n/a	n/a	n/a
335.58	1.22	expectrating	11	low_cue	n/a	0.0		0.0		0.15	1.07	l001.png	n/a	n/a	n/a
374.28	1.42	expectrating	12	low_cue	n/a	0.0		0.0		0.18	1.23	l047.png	n/a	n/a	n/a
20.2	6.99	stimulus	1	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	29_100.jpg	same	same	True
47.49	6.99	stimulus	2	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	39_50_R.jpg	diff	same	False
80.49	7.0	stimulus	3	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	17_100_R.jpg	diff	diff	True
115.18	7.0	stimulus	4	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	27_150.jpg	same	same	True
159.78	7.0	stimulus	5	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	8_150_R.jpg	diff	diff	True
187.69	6.99	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	12_150.jpg	same	same	True
217.59	7.0	stimulus	7	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	6_100.jpg	same	diff	False
245.28	7.0	stimulus	8	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	29_50.jpg	same	same	True
272.79	6.99	stimulus	9	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	41_150.jpg	same	same	True
308.89	7.0	stimulus	10	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	6_50_R.jpg	diff	diff	True
353.69	7.0	stimulus	11	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	17_50_R.jpg	diff	diff	True
381.38	7.0	stimulus	12	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	12_100.jpg	same	same	True
31.49	2.57	outcomerating	1	high_cue	med_stim	5.3	Weak	5.3	Weak	1.03	1.54	task-cognitive_scale.png	n/a	n/a	n/a
55.79	2.83	outcomerating	2	high_cue	low_stim	36.04	Strong	36.04	Strong	0.43	2.4	task-cognitive_scale.png	n/a	n/a	n/a
96.39	3.02	outcomerating	3	low_cue	med_stim	24.71	Moderate	24.71	Moderate	0.42	2.6	task-cognitive_scale.png	n/a	n/a	n/a
126.99	2.46	outcomerating	4	high_cue	high_stim	20.69	Moderate	20.69	Moderate	0.55	1.91	task-cognitive_scale.png	n/a	n/a	n/a
169.69	2.21	outcomerating	5	high_cue	high_stim	30.06	Strong	30.06	Strong	0.58	1.62	task-cognitive_scale.png	n/a	n/a	n/a
195.98	2.07	outcomerating	6	low_cue	high_stim	8.52	Weak	8.52	Weak	1.08	0.98	task-cognitive_scale.png	n/a	n/a	n/a
