onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
3.4	0.98	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l019.png	n/a	n/a	n/a
41.6	0.99	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h046.png	n/a	n/a	n/a
78.4	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l022.png	n/a	n/a	n/a
105.89	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l030.png	n/a	n/a	n/a
137.1	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h055.png	n/a	n/a	n/a
169.0	0.99	cue	6	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h033.png	n/a	n/a	n/a
194.39	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h018.png	n/a	n/a	n/a
234.81	0.98	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l013.png	n/a	n/a	n/a
271.8	0.98	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l029.png	n/a	n/a	n/a
299.9	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l044.png	n/a	n/a	n/a
337.89	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h039.png	n/a	n/a	n/a
362.6	0.98	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h042.png	n/a	n/a	n/a
6.12	2.85	expectrating	1	low_cue	n/a	38.26	Strong	38.26	Strong	0.68	2.17	l019.png	n/a	n/a	n/a
44.7	3.53	expectrating	2	high_cue	n/a	69.88	Very Strong	69.88	Very Strong	0.77	2.77	h046.png	n/a	n/a	n/a
81.5	1.47	expectrating	3	low_cue	n/a	43.37	Strong	43.37	Strong	0.28	1.18	l022.png	n/a	n/a	n/a
107.41	1.63	expectrating	4	low_cue	n/a	1.15	Barely detectable	1.15	Barely detectable	0.5	1.13	l030.png	n/a	n/a	n/a
140.2	1.88	expectrating	5	high_cue	n/a	60.63	Strong	60.63	Strong	0.67	1.22	h055.png	n/a	n/a	n/a
171.0	2.88	expectrating	6	high_cue	n/a	97.38	Very Strong	97.38	Very Strong	0.4	2.48	h033.png	n/a	n/a	n/a
196.41	2.13	expectrating	7	high_cue	n/a	119.74	Strongest sensation of any kind	119.74	Strongest sensation of any kind	0.48	1.65	h018.png	n/a	n/a	n/a
237.31	1.78	expectrating	8	low_cue	n/a	8.82	Weak	8.82	Weak	0.55	1.23	l013.png	n/a	n/a	n/a
274.9	2.55	expectrating	9	low_cue	n/a	31.83	Strong	31.83	Strong	0.75	1.8	l029.png	n/a	n/a	n/a
301.8	2.22	expectrating	10	low_cue	n/a	22.44	Moderate	22.44	Moderate	0.73	1.48	l044.png	n/a	n/a	n/a
340.6	3.22	expectrating	11	high_cue	n/a	114.92	Strongest sensation of any kind	114.92	Strongest sensation of any kind	0.22	3.0	h039.png	n/a	n/a	n/a
364.8	2.75	expectrating	12	high_cue	n/a	27.49	Moderate	27.49	Moderate	0.78	1.97	h042.png	n/a	n/a	n/a
18.51	6.99	stimulus	1	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	47_150.jpg	same	same	True
55.21	6.99	stimulus	2	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	44_100.jpg	same	same	True
88.0	7.0	stimulus	3	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	10_50.jpg	same	diff	False
114.19	7.0	stimulus	4	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	5_50_R.jpg	diff	diff	True
149.91	6.99	stimulus	5	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	11_50_R.jpg	diff	diff	True
177.5	7.0	stimulus	6	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	10_100_R.jpg	diff	diff	True
209.4	7.0	stimulus	7	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	43_50_R.jpg	diff	diff	True
251.3	7.0	stimulus	8	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	35_150_R.jpg	diff	diff	True
286.59	7.0	stimulus	9	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	18_100.jpg	same	same	True
315.5	7.0	stimulus	10	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	29_100_R.jpg	diff	diff	True
348.0	7.0	stimulus	11	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	18_150_R.jpg	diff	diff	True
378.49	7.0	stimulus	12	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	29_150.jpg	same	same	True
32.6	1.95	outcomerating	1	low_cue	high_stim	29.97	Strong	29.97	Strong	0.7	1.25	task-cognitive_scale.png	n/a	n/a	n/a
69.29		outcomerating	2	high_cue	med_stim			92.3	Very Strong	2.0	1.53	task-cognitive_scale.png	n/a	n/a	n/a
97.8	2.01	outcomerating	3	low_cue	low_stim	34.2	Strong	34.2	Strong	0.67	1.34	task-cognitive_scale.png	n/a	n/a	n/a
128.0	3.07	outcomerating	4	low_cue	low_stim	8.07	Weak	8.07	Weak	1.05	2.02	task-cognitive_scale.png	n/a	n/a	n/a
159.89	2.19	outcomerating	5	high_cue	low_stim	85.85	Very Strong	85.85	Very Strong	0.77	1.42	task-cognitive_scale.png	n/a	n/a	n/a
187.3	2.67	outcomerating	6	high_cue	med_stim	105.72	Strongest sensation of any kind	105.72	Strongest sensation of any kind	0.47	2.2	task-cognitive_scale.png	n/a	n/a	n/a
222.3	3.98	outcomerating	7	high_cue	low_stim	121.4	Strongest sensation of any kind	121.4	Strongest sensation of any kind	0.52	3.47	task-cognitive_scale.png	n/a	n/a	n/a
262.7	2.77	outcomerating	8	low_cue	high_stim	70.33	Very Strong	70.33	Very Strong	0.78	1.98	task-cognitive_scale.png	n/a	n/a	n/a
294.41		outcomerating	9	low_cue	med_stim			9.99	Weak	1.27	2.7	task-cognitive_scale.png	n/a	n/a	n/a
326.11	3.78	outcomerating	10	low_cue	med_stim	30.57	Strong	30.57	Strong	1.68	2.1	task-cognitive_scale.png	n/a	n/a	n/a
355.5	2.38	outcomerating	11	high_cue	high_stim	16.95	Moderate	16.95	Moderate	0.88	1.5	task-cognitive_scale.png	n/a	n/a	n/a
394.6	2.27	outcomerating	12	high_cue	high_stim	22.89	Moderate	22.89	Moderate	0.72	1.55	task-cognitive_scale.png	n/a	n/a	n/a
