onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
14.2	0.98	cue	1	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l054.png
43.8	0.98	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l019.png
77.79	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h040.png
110.49	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l028.png
150.7	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h043.png
178.7	0.98	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l042.png
205.39	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l008.png
237.49	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h011.png
265.8	0.98	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h044.png
296.69	0.99	cue	10	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h052.png
332.69	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h053.png
365.3	0.98	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l012.png
16.04	3.23	expectrating	1	low_cue	n/a	19.02	Moderate	19.02	Moderate	1.03	2.2	l054.png
46.8	2.85	expectrating	2	low_cue	n/a	12.98	Moderate	12.98	Moderate	0.58	2.27	l019.png
80.81	2.55	expectrating	3	high_cue	n/a	27.91	Moderate	27.91	Moderate	1.03	1.52	h040.png
112.41	1.71	expectrating	4	low_cue	n/a	1.16	Barely detectable	1.16	Barely detectable	0.65	1.06	l028.png
152.4	3.03	expectrating	5	high_cue	n/a	68.88	Very Strong	68.88	Very Strong	1.25	1.78	h043.png
181.8	3.08	expectrating	6	low_cue	n/a	8.75	Weak	8.75	Weak	0.7	2.38	l042.png
208.39	1.51	expectrating	7	low_cue	n/a	1.84	Barely detectable	1.84	Barely detectable	0.63	0.87	l008.png
239.2	2.83	expectrating	8	high_cue	n/a	55.29	Strong	55.29	Strong	1.07	1.77	h011.png
268.8	3.07	expectrating	9	high_cue	n/a	64.77	Very Strong	64.77	Very Strong	0.57	2.5	h044.png
299.49	2.99	expectrating	10	high_cue	n/a	33.88	Strong	33.88	Strong	0.6	2.39	h052.png
335.59	3.61	expectrating	11	high_cue	n/a	46.95	Strong	46.95	Strong	1.9	1.71	h053.png
367.2	3.03	expectrating	12	low_cue	n/a	3.22	Weak	3.22	Weak	0.98	2.05	l012.png
26.68	7.01	stimulus	1	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	vw121t1aeaff_L.mp4
57.48	7.0	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	kz120t2aeaff_M.mp4
87.58	7.02	stimulus	3	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aeunaff_M.mp4
125.88	7.01	stimulus	4	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jy115t2aaaff_H.mp4
160.89	7.01	stimulus	5	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	gf097t1aiaff_M.mp4
189.98	7.0	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bn080t1afaff_H.mp4
219.68	7.02	stimulus	7	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aaunaff_L.mp4
245.98	7.01	stimulus	8	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	vw121t1aaaff_H.mp4
276.98	7.0	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aeaff_H.mp4
316.08	7.0	stimulus	10	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	jy115t1aaunaff_L.mp4
346.48	7.01	stimulus	11	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	kz120t2aaunaff_L.mp4
380.78	7.01	stimulus	12	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jy115t1aeaff_M.mp4
37.69	3.25	outcomerating	1	low_cue	low_stim	24.2	Moderate	24.2	Moderate	0.45	2.8	task-vicarious_scale.png
69.31	2.38	outcomerating	2	low_cue	med_stim	3.52	Weak	3.52	Weak	0.35	2.03	task-vicarious_scale.png
97.4	2.25	outcomerating	3	high_cue	med_stim	44.19	Strong	44.19	Strong	0.45	1.8	task-vicarious_scale.png
136.1	2.47	outcomerating	4	low_cue	high_stim	50.37	Strong	50.37	Strong	0.43	2.03	task-vicarious_scale.png
173.81	2.69	outcomerating	5	high_cue	med_stim	26.36	Moderate	26.36	Moderate	0.57	2.12	task-vicarious_scale.png
200.1	2.95	outcomerating	6	low_cue	high_stim	64.26	Very Strong	64.26	Very Strong	0.43	2.52	task-vicarious_scale.png
232.6	3.87	outcomerating	7	low_cue	low_stim	17.71	Moderate	17.71	Moderate	0.48	3.38	task-vicarious_scale.png
257.91	3.12	outcomerating	8	high_cue	high_stim	78.33	Very Strong	78.33	Very Strong	0.53	2.59	task-vicarious_scale.png
288.0	1.96	outcomerating	9	high_cue	high_stim	77.25	Very Strong	77.25	Very Strong	0.5	1.46	task-vicarious_scale.png
327.0	3.28	outcomerating	10	high_cue	low_stim	31.08	Strong	31.08	Strong	0.33	2.95	task-vicarious_scale.png
358.5	2.87	outcomerating	11	high_cue	low_stim	26.36	Moderate	26.36	Moderate	0.53	2.33	task-vicarious_scale.png
394.49		outcomerating	12	low_cue	med_stim			63.13	Strong	1.03	1.35	task-vicarious_scale.png
