onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file	correct_response	participant_response	response_accuracy
10.1	0.98	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h049.png	n/a	n/a	n/a
36.29	0.99	cue	2	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h007.png	n/a	n/a	n/a
68.39	0.99	cue	3	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l037.png	n/a	n/a	n/a
103.09	0.99	cue	4	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h030.png	n/a	n/a	n/a
139.6	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h044.png	n/a	n/a	n/a
175.7	0.98	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l036.png	n/a	n/a	n/a
203.09	0.99	cue	7	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h027.png	n/a	n/a	n/a
235.78	0.99	cue	8	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h047.png	n/a	n/a	n/a
262.79	0.98	cue	9	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l018.png	n/a	n/a	n/a
294.59	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l043.png	n/a	n/a	n/a
332.99	0.99	cue	11	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l001.png	n/a	n/a	n/a
372.29	0.99	cue	12	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l047.png	n/a	n/a	n/a
12.43	2.63	expectrating	1	high_cue	n/a	70.18	Very Strong	70.18	Very Strong	0.88	1.75	h049.png	n/a	n/a	n/a
39.19	1.34	expectrating	2	high_cue	n/a	59.94	Strong	59.94	Strong	0.27	1.07	h007.png	n/a	n/a	n/a
71.31	1.78	expectrating	3	low_cue	n/a	30.37	Strong	30.37	Strong	0.37	1.41	l037.png	n/a	n/a	n/a
106.0	2.25	expectrating	4	high_cue	n/a	64.11	Very Strong	64.11	Very Strong	0.53	1.72	h030.png	n/a	n/a	n/a
141.7	2.52	expectrating	5	high_cue	n/a	65.39	Very Strong	65.39	Very Strong	0.97	1.55	h044.png	n/a	n/a	n/a
178.5	2.02	expectrating	6	low_cue	n/a	14.15	Moderate	14.15	Moderate	0.48	1.54	l036.png	n/a	n/a	n/a
205.39	2.03	expectrating	7	high_cue	n/a	57.26	Strong	57.26	Strong	0.67	1.36	h027.png	n/a	n/a	n/a
237.8	1.63	expectrating	8	high_cue	n/a	63.85	Strong	63.85	Strong	0.4	1.23	h047.png	n/a	n/a	n/a
265.0	2.29	expectrating	9	low_cue	n/a	8.13	Weak	8.13	Weak	0.92	1.37	l018.png	n/a	n/a	n/a
297.49	1.74	expectrating	10	low_cue	n/a	11.81	Moderate	11.81	Moderate	0.48	1.26	l043.png	n/a	n/a	n/a
335.59	2.25	expectrating	11	low_cue	n/a	9.54	Weak	9.54	Weak	0.98	1.27	l001.png	n/a	n/a	n/a
374.3	1.58	expectrating	12	low_cue	n/a	31.96	Strong	31.96	Strong	0.73	0.85	l047.png	n/a	n/a	n/a
20.2	6.99	stimulus	1	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	29_100.jpg	same	diff	False
47.5	7.0	stimulus	2	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	39_50_R.jpg	diff	diff	True
80.49	7.0	stimulus	3	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	17_100_R.jpg	diff	same	False
115.19	7.0	stimulus	4	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	27_150.jpg	same	diff	False
159.81	6.99	stimulus	5	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	8_150_R.jpg	diff	diff	True
187.7	6.99	stimulus	6	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	12_150.jpg	same	same	True
217.59	7.0	stimulus	7	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	6_100.jpg	same		False
245.29	7.0	stimulus	8	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	29_50.jpg	same	diff	False
272.8	6.99	stimulus	9	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	41_150.jpg	same	same	True
308.9	7.0	stimulus	10	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	6_50_R.jpg	diff	diff	True
353.7	7.0	stimulus	11	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	17_50_R.jpg	diff	same	False
381.39	7.0	stimulus	12	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	12_100.jpg	same	same	True
31.49		outcomerating	1	high_cue	med_stim			65.94	Very Strong	1.57	2.42	task-cognitive_scale.png	n/a	n/a	n/a
55.8	2.53	outcomerating	2	high_cue	low_stim	26.98	Moderate	26.98	Moderate	1.87	0.67	task-cognitive_scale.png	n/a	n/a	n/a
96.4	1.82	outcomerating	3	low_cue	med_stim	22.87	Moderate	22.87	Moderate	0.7	1.12	task-cognitive_scale.png	n/a	n/a	n/a
126.99	2.7	outcomerating	4	high_cue	high_stim	59.71	Strong	59.71	Strong	1.6	1.1	task-cognitive_scale.png	n/a	n/a	n/a
169.69	1.64	outcomerating	5	high_cue	high_stim	29.03	Strong	29.03	Strong	0.87	0.77	task-cognitive_scale.png	n/a	n/a	n/a
196.0		outcomerating	6	low_cue	high_stim			14.69	Moderate	1.52	1.97	task-cognitive_scale.png	n/a	n/a	n/a
230.0	3.32	outcomerating	7	high_cue	med_stim	64.87	Very Strong	64.87	Very Strong	1.25	2.07	task-cognitive_scale.png	n/a	n/a	n/a
256.99	2.72	outcomerating	8	high_cue	low_stim	61.48	Strong	61.48	Strong	0.93	1.79	task-cognitive_scale.png	n/a	n/a	n/a
289.79	1.53	outcomerating	9	low_cue	high_stim	10.26	Moderate	10.26	Moderate	0.85	0.68	task-cognitive_scale.png	n/a	n/a	n/a
318.8	1.57	outcomerating	10	low_cue	low_stim	27.61	Moderate	27.61	Moderate	0.83	0.73	task-cognitive_scale.png	n/a	n/a	n/a
362.0		outcomerating	11	low_cue	low_stim			57.53	Strong	0.88	2.83	task-cognitive_scale.png	n/a	n/a	n/a
394.79	3.09	outcomerating	12	low_cue	med_stim	27.29	Moderate	27.29	Moderate	0.77	2.32	task-cognitive_scale.png	n/a	n/a	n/a
