onset	duration	trial_type	trial_index	cue	stimulusintensity	rating_value	rating_glmslabel	rating_value_fillna	rating_glmslabel_fillna	rating_mouseonset	rating_mousedur	stim_file
7.9	0.99	cue	1	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h040.png
37.61	0.98	cue	2	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l054.png
66.7	0.99	cue	3	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h003.png
95.49	0.99	cue	4	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l045.png
125.91	0.98	cue	5	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h054.png
152.0	0.99	cue	6	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l029.png
187.5	0.99	cue	7	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l001.png
223.39	1.0	cue	8	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l042.png
259.31	0.98	cue	9	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h001.png
291.7	0.99	cue	10	low_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	l041.png
328.7	0.99	cue	11	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h033.png
369.6	0.99	cue	12	high_cue	n/a	n/a	n/a	n/a	n/a	n/a	n/a	h022.png
10.11	1.49	expectrating	1	high_cue	n/a	34.05	Strong	34.05	Strong	0.17	1.32	h040.png
40.01	2.5	expectrating	2	low_cue	n/a	37.38	Strong	37.38	Strong	1.23	1.27	l054.png
68.9	1.57	expectrating	3	high_cue	n/a	63.97	Strong	63.97	Strong	0.07	1.5	h003.png
99.0	2.34	expectrating	4	low_cue	n/a	3.23	Weak	3.23	Weak	0.3	2.04	l045.png
127.61	1.96	expectrating	5	high_cue	n/a	72.95	Very Strong	72.95	Very Strong	0.45	1.51	h054.png
155.5	1.07	expectrating	6	low_cue	n/a	10.45	Moderate	10.45	Moderate	0.05	1.02	l029.png
189.7	1.5	expectrating	7	low_cue	n/a	9.99	Weak	9.99	Weak	0.4	1.1	l001.png
225.61	3.01	expectrating	8	low_cue	n/a	51.34	Strong	51.34	Strong	0.15	2.86	l042.png
262.81	1.12	expectrating	9	high_cue	n/a	39.31	Strong	39.31	Strong	0.37	0.75	h001.png
294.1		expectrating	10	low_cue	n/a							l041.png
331.1		expectrating	11	high_cue	n/a							h033.png
371.6		expectrating	12	high_cue	n/a							h022.png
20.79	7.01	stimulus	1	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	vw121t1aeaff_L.mp4
47.39	7.01	stimulus	2	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jh043t2aeunaff_M.mp4
81.89	7.0	stimulus	3	high_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ib109t1aiunaff_L.mp4
107.59	7.01	stimulus	4	low_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aiunaff_M.mp4
134.19	7.0	stimulus	5	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	ch092t2aiaff_H.mp4
169.69	7.0	stimulus	6	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	mg066t2aeunaff_L.mp4
203.89	7.01	stimulus	7	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	jl047t1aiaff_H.mp4
232.19	7.01	stimulus	8	low_cue	low_stim	n/a	n/a	n/a	n/a	n/a	n/a	ch092t2aeaff_L.mp4
271.39	7.01	stimulus	9	high_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	vw121t1aaaff_H.mp4
301.69	7.02	stimulus	10	low_cue	high_stim	n/a	n/a	n/a	n/a	n/a	n/a	bg096t1aeaff_H.mp4
346.79	7.0	stimulus	11	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	ch092t2aaaff_M.mp4
384.59	7.02	stimulus	12	high_cue	med_stim	n/a	n/a	n/a	n/a	n/a	n/a	bg096t2aaaff_M.mp4
33.0	2.27	outcomerating	1	high_cue	low_stim	33.95	Strong	33.95	Strong	0.1	2.17	task-vicarious_scale.png
57.51	1.23	outcomerating	2	low_cue	med_stim	38.62	Strong	38.62	Strong	0.28	0.95	task-vicarious_scale.png
90.41	2.39	outcomerating	3	high_cue	low_stim	26.57	Moderate	26.57	Moderate	0.22	2.17	task-vicarious_scale.png
120.8	2.37	outcomerating	4	low_cue	med_stim	16.56	Moderate	16.56	Moderate	0.63	1.73	task-vicarious_scale.png
147.41		outcomerating	5	high_cue	high_stim			44.67	Strong	0.9	1.45	task-vicarious_scale.png
181.91		outcomerating	6	low_cue	low_stim			44.51	Strong	3.3	0.57	task-vicarious_scale.png
217.21		outcomerating	7	low_cue	high_stim			36.17	Strong	3.12	0.87	task-vicarious_scale.png
245.52	3.07	outcomerating	8	low_cue	low_stim	48.7	Strong	48.7	Strong	0.9	2.17	task-vicarious_scale.png
281.51	2.08	outcomerating	9	high_cue	high_stim	44.17	Strong	44.17	Strong	0.43	1.65	task-vicarious_scale.png
310.21		outcomerating	10	low_cue	high_stim							task-vicarious_scale.png
359.81		outcomerating	11	high_cue	med_stim							task-vicarious_scale.png
394.81	2.93	outcomerating	12	high_cue	med_stim	25.23	Moderate	25.23	Moderate	2.07	0.86	task-vicarious_scale.png
